bowler,date,wickets,rolling_avg_wickets
A Ashish Reddy,2012-05-04,2,2.0
A Ashish Reddy,2012-05-04,2,2.0
A Ashish Reddy,2012-05-04,2,2.0
A Ashish Reddy,2012-05-04,2,2.0
A Ashish Reddy,2012-05-04,2,2.0
A Ashish Reddy,2012-05-04,2,2.0
A Ashish Reddy,2012-05-04,2,2.0
A Ashish Reddy,2012-05-04,4,2.4
A Ashish Reddy,2012-05-04,4,2.8
A Ashish Reddy,2012-05-04,4,3.2
A Ashish Reddy,2012-05-04,5,3.8
A Ashish Reddy,2012-05-04,5,4.4
A Ashish Reddy,2012-05-04,5,4.6
A Ashish Reddy,2012-05-08,1,4.0
A Ashish Reddy,2012-05-08,1,3.4
A Ashish Reddy,2012-05-08,1,2.6
A Ashish Reddy,2012-05-08,2,2.0
A Ashish Reddy,2012-05-08,2,1.4
A Ashish Reddy,2012-05-08,2,1.6
A Ashish Reddy,2012-05-08,2,1.8
A Ashish Reddy,2012-05-08,3,2.2
A Ashish Reddy,2012-05-08,3,2.4
A Ashish Reddy,2012-05-08,3,2.6
A Ashish Reddy,2012-05-08,3,2.8
A Ashish Reddy,2012-05-08,3,3.0
A Ashish Reddy,2012-05-08,3,3.0
A Ashish Reddy,2012-05-08,3,3.0
A Ashish Reddy,2012-05-08,3,3.0
A Ashish Reddy,2012-05-08,4,3.2
A Ashish Reddy,2012-05-08,4,3.4
A Ashish Reddy,2012-05-08,4,3.6
A Ashish Reddy,2012-05-08,4,3.8
A Ashish Reddy,2012-05-08,5,4.2
A Ashish Reddy,2012-05-08,5,4.4
A Ashish Reddy,2012-05-08,5,4.6
A Ashish Reddy,2012-05-08,5,4.8
A Ashish Reddy,2012-05-08,5,5.0
A Ashish Reddy,2012-05-08,5,5.0
A Ashish Reddy,2012-05-18,3,4.6
A Ashish Reddy,2012-05-18,3,4.2
A Ashish Reddy,2012-05-18,3,3.8
A Ashish Reddy,2012-05-18,3,3.4
A Ashish Reddy,2012-05-18,3,3.0
A Ashish Reddy,2012-05-18,3,3.0
A Ashish Reddy,2012-05-18,4,3.2
A Ashish Reddy,2012-05-18,4,3.4
A Ashish Reddy,2012-05-18,4,3.6
A Ashish Reddy,2012-05-18,4,3.8
A Ashish Reddy,2012-05-18,4,4.0
A Ashish Reddy,2012-05-18,4,4.0
A Ashish Reddy,2013-04-07,3,3.8
A Ashish Reddy,2013-04-07,3,3.6
A Ashish Reddy,2013-04-07,3,3.4
A Ashish Reddy,2013-04-07,3,3.2
A Ashish Reddy,2013-04-07,3,3.0
A Ashish Reddy,2013-04-07,4,3.2
A Ashish Reddy,2013-04-14,1,2.8
A Ashish Reddy,2013-04-14,1,2.4
A Ashish Reddy,2013-04-14,1,2.0
A Ashish Reddy,2013-04-14,1,1.6
A Ashish Reddy,2013-04-14,1,1.0
A Ashish Reddy,2013-04-14,1,1.0
A Ashish Reddy,2013-04-14,1,1.0
A Ashish Reddy,2013-04-14,1,1.0
A Ashish Reddy,2013-04-14,1,1.0
A Ashish Reddy,2013-04-14,2,1.2
A Ashish Reddy,2013-04-14,2,1.4
A Ashish Reddy,2013-04-14,2,1.6
A Ashish Reddy,2015-04-13,4,2.2
A Ashish Reddy,2015-04-13,4,2.8
A Ashish Reddy,2015-04-13,4,3.2
A Ashish Reddy,2015-04-13,4,3.6
A Ashish Reddy,2015-04-13,4,4.0
A Ashish Reddy,2015-04-13,5,4.2
A Ashish Reddy,2015-04-18,1,3.6
A Ashish Reddy,2015-04-18,1,3.0
A Ashish Reddy,2015-04-18,1,2.4
A Ashish Reddy,2015-04-18,1,1.8
A Ashish Reddy,2015-04-18,1,1.0
A Ashish Reddy,2015-04-18,1,1.0
A Ashish Reddy,2015-04-18,1,1.0
A Ashish Reddy,2015-04-18,4,1.6
A Ashish Reddy,2015-04-18,4,2.2
A Ashish Reddy,2015-04-18,4,2.8
A Ashish Reddy,2015-04-18,4,3.4
A Ashish Reddy,2015-04-18,4,4.0
A Ashish Reddy,2015-04-18,4,4.0
A Ashish Reddy,2016-04-12,1,3.4
A Ashish Reddy,2016-04-12,1,2.8
A Ashish Reddy,2016-04-12,1,2.2
A Ashish Reddy,2016-04-12,1,1.6
A Ashish Reddy,2016-04-12,1,1.0
A Ashish Reddy,2016-04-12,1,1.0
A Ashish Reddy,2016-04-12,1,1.0
A Ashish Reddy,2016-04-12,1,1.0
A Ashish Reddy,2016-04-12,1,1.0
A Ashish Reddy,2016-04-12,1,1.0
A Ashish Reddy,2016-04-12,1,1.0
A Chandila,2012-04-23,0,0.0
A Chandila,2012-04-23,0,0.0
A Chandila,2012-04-23,0,0.0
A Chandila,2012-04-23,0,0.0
A Chandila,2012-04-23,0,0.0
A Chandila,2012-04-23,0,0.0
A Chandila,2012-04-23,0,0.0
A Chandila,2012-04-23,0,0.0
A Chandila,2012-04-23,0,0.0
A Chandila,2012-04-23,0,0.0
A Chandila,2012-04-23,0,0.0
A Chandila,2012-04-23,0,0.0
A Chandila,2012-04-23,2,0.4
A Chandila,2012-04-23,2,0.8
A Chandila,2012-04-23,2,1.2
A Chandila,2012-04-23,2,1.6
A Chandila,2012-04-23,2,2.0
A Chandila,2012-04-23,2,2.0
A Chandila,2012-04-23,3,2.2
A Chandila,2012-04-23,3,2.4
A Chandila,2012-04-23,3,2.6
A Chandila,2012-04-23,3,2.8
A Chandila,2012-04-23,3,3.0
A Chandila,2012-04-23,3,3.0
A Chandila,2013-04-14,0,2.4
A Chandila,2013-04-14,0,1.8
A Chandila,2013-04-14,0,1.2
A Chandila,2013-04-14,0,0.6
A Chandila,2013-04-14,0,0.0
A Chandila,2013-04-14,0,0.0
A Chandila,2013-04-14,2,0.4
A Chandila,2013-04-14,2,0.8
A Chandila,2013-04-14,2,1.2
A Chandila,2013-04-14,2,1.6
A Chandila,2013-04-14,2,2.0
A Chandila,2013-04-14,2,2.0
A Chandila,2013-04-14,3,2.2
A Chandila,2013-04-14,3,2.4
A Chandila,2013-04-14,3,2.6
A Chandila,2013-04-14,3,2.8
A Chandila,2013-04-14,3,3.0
A Chandila,2013-04-14,3,3.0
A Chandila,2013-04-27,0,2.4
A Chandila,2013-04-27,0,1.8
A Chandila,2013-04-27,0,1.2
A Chandila,2013-04-27,0,0.6
A Chandila,2013-04-27,1,0.2
A Chandila,2013-04-27,1,0.4
A Chandila,2013-04-27,3,1.0
A Chandila,2013-04-27,3,1.6
A Chandila,2013-04-27,3,2.2
A Chandila,2013-04-27,3,2.6
A Chandila,2013-04-27,3,3.0
A Chandila,2013-04-27,3,3.0
A Chandila,2013-04-27,4,3.2
A Chandila,2013-04-27,4,3.4
A Chandila,2013-04-27,4,3.6
A Chandila,2013-04-27,5,4.0
A Chandila,2013-04-27,5,4.4
A Chandila,2013-04-27,5,4.6
A Chandila,2013-04-29,0,3.8
A Chandila,2013-04-29,0,3.0
A Chandila,2013-04-29,0,2.0
A Chandila,2013-04-29,0,1.0
A Chandila,2013-04-29,0,0.0
A Chandila,2013-04-29,0,0.0
A Chandila,2013-04-29,1,0.2
A Chandila,2013-04-29,1,0.4
A Chandila,2013-04-29,1,0.6
A Chandila,2013-04-29,1,0.8
A Chandila,2013-04-29,1,1.0
A Chandila,2013-04-29,1,1.0
A Chandila,2013-04-29,2,1.2
A Chandila,2013-04-29,2,1.4
A Chandila,2013-04-29,2,1.6
A Chandila,2013-04-29,2,1.8
A Chandila,2013-04-29,2,2.0
A Chandila,2013-04-29,2,2.0
A Chandila,2013-04-29,2,2.0
A Chandila,2013-04-29,2,2.0
A Chandila,2013-04-29,2,2.0
A Chandila,2013-04-29,2,2.0
A Chandila,2013-04-29,2,2.0
A Chandila,2013-04-29,2,2.0
A Chandila,2013-05-05,0,1.6
A Chandila,2013-05-05,0,1.2
A Chandila,2013-05-05,0,0.8
A Chandila,2013-05-05,0,0.4
A Chandila,2013-05-05,0,0.0
A Chandila,2013-05-05,0,0.0
A Chandila,2013-05-05,0,0.0
A Chandila,2013-05-05,0,0.0
A Chandila,2013-05-05,0,0.0
A Chandila,2013-05-05,0,0.0
A Chandila,2013-05-05,0,0.0
A Chandila,2013-05-05,0,0.0
A Chandila,2013-05-09,0,0.0
A Chandila,2013-05-09,0,0.0
A Chandila,2013-05-09,1,0.2
A Chandila,2013-05-09,1,0.4
A Chandila,2013-05-09,1,0.6
A Chandila,2013-05-09,1,0.8
A Chandila,2013-05-09,1,1.0
A Chandila,2013-05-09,1,1.0
A Chandila,2013-05-09,1,1.0
A Chandila,2013-05-09,1,1.0
A Chandila,2013-05-09,1,1.0
A Chandila,2013-05-09,1,1.0
A Chandila,2013-05-09,1,1.0
A Chandila,2013-05-09,1,1.0
A Chandila,2013-05-09,1,1.0
A Chandila,2013-05-09,1,1.0
A Chandila,2013-05-09,1,1.0
A Chandila,2013-05-09,1,1.0
A Chandila,2013-05-09,1,1.0
A Chandila,2013-05-09,1,1.0
A Chandila,2013-05-09,1,1.0
A Chandila,2013-05-09,1,1.0
A Chandila,2013-05-09,1,1.0
A Chandila,2013-05-09,1,1.0
A Choudhary,2017-04-05,0,0.0
A Choudhary,2017-04-05,0,0.0
A Choudhary,2017-04-05,0,0.0
A Choudhary,2017-04-05,0,0.0
A Choudhary,2017-04-05,1,0.2
A Choudhary,2017-04-05,1,0.4
A Choudhary,2017-04-05,1,0.6
A Choudhary,2017-04-05,1,0.8
A Choudhary,2017-04-05,1,1.0
A Choudhary,2017-04-05,1,1.0
A Choudhary,2017-04-05,1,1.0
A Choudhary,2017-04-05,1,1.0
A Choudhary,2017-04-05,1,1.0
A Choudhary,2017-04-05,2,1.2
A Choudhary,2017-04-05,2,1.4
A Choudhary,2017-04-05,2,1.6
A Choudhary,2017-04-05,2,1.8
A Choudhary,2017-04-05,2,2.0
A Choudhary,2017-04-05,2,2.0
A Choudhary,2017-04-05,2,2.0
A Choudhary,2017-04-05,3,2.2
A Choudhary,2017-04-05,3,2.4
A Choudhary,2017-04-05,3,2.6
A Choudhary,2017-04-05,3,2.8
A Choudhary,2017-04-05,3,3.0
A Choudhary,2017-04-05,3,3.0
A Choudhary,2017-04-05,3,3.0
A Choudhary,2017-04-05,3,3.0
A Choudhary,2017-05-05,0,2.4
A Choudhary,2017-05-05,0,1.8
A Choudhary,2017-05-05,0,1.2
A Choudhary,2017-05-05,0,0.6
A Choudhary,2017-05-05,1,0.2
A Choudhary,2017-05-05,1,0.4
A Choudhary,2017-05-05,1,0.6
A Choudhary,2017-05-05,1,0.8
A Choudhary,2017-05-05,1,1.0
A Choudhary,2017-05-05,1,1.0
A Choudhary,2017-05-05,1,1.0
A Choudhary,2017-05-05,1,1.0
A Choudhary,2017-05-05,5,1.8
A Choudhary,2017-05-05,5,2.6
A Choudhary,2017-05-05,5,3.4
A Choudhary,2017-05-05,5,4.2
A Choudhary,2017-05-05,5,5.0
A Choudhary,2017-05-05,5,5.0
A Choudhary,2017-05-05,7,5.4
A Choudhary,2017-05-05,7,5.8
A Choudhary,2017-05-05,7,6.2
A Choudhary,2017-05-05,7,6.6
A Choudhary,2017-05-05,7,7.0
A Choudhary,2017-05-05,7,7.0
A Flintoff,2009-04-18,0,0.0
A Flintoff,2009-04-18,0,0.0
A Flintoff,2009-04-18,0,0.0
A Flintoff,2009-04-18,0,0.0
A Flintoff,2009-04-18,0,0.0
A Flintoff,2009-04-18,0,0.0
A Flintoff,2009-04-18,4,0.8
A Flintoff,2009-04-18,4,1.6
A Flintoff,2009-04-18,4,2.4
A Flintoff,2009-04-18,4,3.2
A Flintoff,2009-04-18,4,4.0
A Flintoff,2009-04-18,4,4.0
A Flintoff,2009-04-18,4,4.0
A Flintoff,2009-04-18,4,4.0
A Flintoff,2009-04-18,4,4.0
A Flintoff,2009-04-18,4,4.0
A Flintoff,2009-04-18,4,4.0
A Flintoff,2009-04-18,4,4.0
A Flintoff,2009-04-18,6,4.4
A Flintoff,2009-04-18,6,4.8
A Flintoff,2009-04-18,6,5.2
A Flintoff,2009-04-18,6,5.6
A Flintoff,2009-04-18,7,6.2
A Flintoff,2009-04-18,7,6.4
A Flintoff,2009-04-23,2,5.6
A Flintoff,2009-04-23,2,4.8
A Flintoff,2009-04-23,2,4.0
A Flintoff,2009-04-23,2,3.0
A Flintoff,2009-04-23,2,2.0
A Flintoff,2009-04-23,2,2.0
A Flintoff,2009-04-23,3,2.2
A Flintoff,2009-04-23,3,2.4
A Flintoff,2009-04-23,3,2.6
A Flintoff,2009-04-23,3,2.8
A Flintoff,2009-04-23,3,3.0
A Flintoff,2009-04-23,3,3.0
A Flintoff,2009-04-23,4,3.2
A Flintoff,2009-04-23,4,3.4
A Flintoff,2009-04-23,4,3.6
A Flintoff,2009-04-23,4,3.8
A Flintoff,2009-04-23,4,4.0
A Flintoff,2009-04-23,4,4.0
A Flintoff,2009-04-23,4,4.0
A Flintoff,2009-04-23,4,4.0
A Flintoff,2009-04-23,4,4.0
A Flintoff,2009-04-23,4,4.0
A Flintoff,2009-04-23,4,4.0
A Flintoff,2009-04-23,4,4.0
A Kumble,2008-05-08,2,2.0
A Kumble,2008-05-08,2,2.0
A Kumble,2008-05-08,2,2.0
A Kumble,2008-05-08,2,2.0
A Kumble,2008-05-08,2,2.0
A Kumble,2008-05-08,2,2.0
A Kumble,2008-05-08,3,2.2
A Kumble,2008-05-08,3,2.4
A Kumble,2008-05-08,3,2.6
A Kumble,2008-05-08,3,2.8
A Kumble,2008-05-08,3,3.0
A Kumble,2008-05-08,4,3.2
A Kumble,2008-05-08,4,3.4
A Kumble,2008-05-08,4,3.6
A Kumble,2008-05-08,4,3.8
A Kumble,2008-05-08,4,4.0
A Kumble,2008-05-08,4,4.0
A Kumble,2008-05-08,4,4.0
A Kumble,2008-05-17,0,3.2
A Kumble,2008-05-17,0,2.4
A Kumble,2008-05-17,0,1.6
A Kumble,2008-05-17,0,0.8
A Kumble,2008-05-17,0,0.0
A Kumble,2008-05-17,0,0.0
A Kumble,2008-05-17,0,0.0
A Kumble,2008-05-17,0,0.0
A Kumble,2008-05-17,0,0.0
A Kumble,2008-05-17,0,0.0
A Kumble,2008-05-17,0,0.0
A Kumble,2008-05-17,0,0.0
A Kumble,2008-05-17,0,0.0
A Kumble,2008-05-17,1,0.2
A Kumble,2008-05-17,1,0.4
A Kumble,2008-05-17,1,0.6
A Kumble,2008-05-17,1,0.8
A Kumble,2008-05-17,1,1.0
A Kumble,2008-05-17,1,1.0
A Kumble,2008-05-17,1,1.0
A Kumble,2008-05-17,1,1.0
A Kumble,2008-05-17,1,1.0
A Kumble,2008-05-17,1,1.0
A Kumble,2008-05-17,1,1.0
A Kumble,2008-05-25,0,0.8
A Kumble,2008-05-25,0,0.6
A Kumble,2008-05-25,0,0.4
A Kumble,2008-05-25,0,0.2
A Kumble,2008-05-25,0,0.0
A Kumble,2008-05-25,0,0.0
A Kumble,2008-05-25,0,0.0
A Kumble,2008-05-25,0,0.0
A Kumble,2008-05-25,0,0.0
A Kumble,2008-05-25,0,0.0
A Kumble,2008-05-25,0,0.0
A Kumble,2008-05-25,0,0.0
A Kumble,2008-05-25,0,0.0
A Kumble,2008-05-25,0,0.0
A Kumble,2008-05-25,1,0.2
A Kumble,2008-05-25,1,0.4
A Kumble,2008-05-25,1,0.6
A Kumble,2008-05-25,1,0.8
A Kumble,2008-05-25,1,1.0
A Kumble,2008-05-25,4,1.6
A Kumble,2008-05-25,4,2.2
A Kumble,2008-05-25,4,2.8
A Kumble,2008-05-25,4,3.4
A Kumble,2008-05-25,4,4.0
A Kumble,2008-05-25,4,4.0
A Kumble,2009-04-20,0,3.2
A Kumble,2009-04-20,0,2.4
A Kumble,2009-04-20,0,1.6
A Kumble,2009-04-20,0,0.8
A Kumble,2009-04-20,0,0.0
A Kumble,2009-04-20,0,0.0
A Kumble,2009-04-20,0,0.0
A Kumble,2009-04-20,0,0.0
A Kumble,2009-04-20,0,0.0
A Kumble,2009-04-20,0,0.0
A Kumble,2009-04-20,0,0.0
A Kumble,2009-04-20,0,0.0
A Kumble,2009-04-20,0,0.0
A Kumble,2009-04-20,2,0.4
A Kumble,2009-04-20,2,0.8
A Kumble,2009-04-20,2,1.2
A Kumble,2009-04-20,2,1.6
A Kumble,2009-04-20,2,2.0
A Kumble,2009-04-20,2,2.0
A Kumble,2009-04-20,2,2.0
A Kumble,2009-04-20,2,2.0
A Kumble,2009-04-20,2,2.0
A Kumble,2009-04-20,2,2.0
A Kumble,2009-04-20,2,2.0
A Kumble,2009-04-20,2,2.0
A Kumble,2009-04-22,1,1.8
A Kumble,2009-04-22,1,1.6
A Kumble,2009-04-22,1,1.4
A Kumble,2009-04-22,1,1.2
A Kumble,2009-04-22,1,1.0
A Kumble,2009-04-22,1,1.0
A Kumble,2009-04-22,2,1.2
A Kumble,2009-04-22,2,1.4
A Kumble,2009-04-22,2,1.6
A Kumble,2009-04-22,2,1.8
A Kumble,2009-04-22,2,2.0
A Kumble,2009-04-22,2,2.0
A Kumble,2009-04-22,2,2.0
A Kumble,2009-04-22,2,2.0
A Kumble,2009-04-22,2,2.0
A Kumble,2009-04-22,2,2.0
A Kumble,2009-04-22,2,2.0
A Kumble,2009-04-22,2,2.0
A Kumble,2009-04-22,2,2.0
A Kumble,2009-04-22,2,2.0
A Kumble,2009-04-22,2,2.0
A Kumble,2009-04-22,2,2.0
A Kumble,2009-04-22,2,2.0
A Kumble,2009-04-22,2,2.0
A Kumble,2009-04-29,1,1.8
A Kumble,2009-04-29,1,1.6
A Kumble,2009-04-29,1,1.4
A Kumble,2009-04-29,1,1.2
A Kumble,2009-04-29,2,1.2
A Kumble,2009-04-29,2,1.4
A Kumble,2009-04-29,2,1.6
A Kumble,2009-04-29,2,1.8
A Kumble,2009-04-29,2,2.0
A Kumble,2009-04-29,2,2.0
A Kumble,2009-04-29,2,2.0
A Kumble,2009-04-29,2,2.0
A Kumble,2009-04-29,4,2.4
A Kumble,2009-04-29,4,2.8
A Kumble,2009-04-29,4,3.2
A Kumble,2009-04-29,4,3.6
A Kumble,2009-04-29,4,4.0
A Kumble,2009-04-29,4,4.0
A Kumble,2009-04-29,4,4.0
A Kumble,2009-04-29,4,4.0
A Kumble,2009-04-29,5,4.2
A Kumble,2009-04-29,5,4.4
A Kumble,2009-04-29,5,4.6
A Kumble,2009-04-29,5,4.8
A Kumble,2009-05-03,3,4.6
A Kumble,2009-05-03,3,4.2
A Kumble,2009-05-03,3,3.8
A Kumble,2009-05-03,3,3.4
A Kumble,2009-05-03,3,3.0
A Kumble,2009-05-03,3,3.0
A Kumble,2009-05-03,3,3.0
A Kumble,2009-05-03,3,3.0
A Kumble,2009-05-03,3,3.0
A Kumble,2009-05-03,3,3.0
A Kumble,2009-05-03,3,3.0
A Kumble,2009-05-03,3,3.0
A Kumble,2009-05-10,1,2.6
A Kumble,2009-05-10,1,2.2
A Kumble,2009-05-10,1,1.8
A Kumble,2009-05-10,1,1.4
A Kumble,2009-05-10,1,1.0
A Kumble,2009-05-10,1,1.0
A Kumble,2009-05-10,2,1.2
A Kumble,2009-05-10,2,1.4
A Kumble,2009-05-10,2,1.6
A Kumble,2009-05-10,2,1.8
A Kumble,2009-05-10,2,2.0
A Kumble,2009-05-10,2,2.0
A Kumble,2009-05-10,2,2.0
A Kumble,2009-05-10,2,2.0
A Kumble,2009-05-10,2,2.0
A Kumble,2009-05-10,2,2.0
A Kumble,2009-05-10,2,2.0
A Kumble,2009-05-10,2,2.0
A Kumble,2009-05-10,2,2.0
A Kumble,2009-05-10,2,2.0
A Kumble,2009-05-10,2,2.0
A Kumble,2009-05-10,2,2.0
A Kumble,2009-05-10,2,2.0
A Kumble,2009-05-10,2,2.0
A Kumble,2009-05-12,2,2.0
A Kumble,2009-05-12,2,2.0
A Kumble,2009-05-12,2,2.0
A Kumble,2009-05-12,2,2.0
A Kumble,2009-05-12,2,2.0
A Kumble,2009-05-12,2,2.0
A Kumble,2009-05-12,2,2.0
A Kumble,2009-05-12,2,2.0
A Kumble,2009-05-12,2,2.0
A Kumble,2009-05-12,2,2.0
A Kumble,2009-05-12,2,2.0
A Kumble,2009-05-12,2,2.0
A Kumble,2009-05-12,3,2.2
A Kumble,2009-05-12,3,2.4
A Kumble,2009-05-12,3,2.6
A Kumble,2009-05-12,3,2.8
A Kumble,2009-05-12,3,3.0
A Kumble,2009-05-12,3,3.0
A Kumble,2009-05-12,3,3.0
A Kumble,2009-05-12,3,3.0
A Kumble,2009-05-12,4,3.2
A Kumble,2009-05-12,4,3.4
A Kumble,2009-05-12,4,3.6
A Kumble,2009-05-12,4,3.8
A Kumble,2009-05-14,0,3.2
A Kumble,2009-05-14,0,2.4
A Kumble,2009-05-14,0,1.6
A Kumble,2009-05-14,0,0.8
A Kumble,2009-05-14,0,0.0
A Kumble,2009-05-14,0,0.0
A Kumble,2009-05-14,2,0.4
A Kumble,2009-05-14,2,0.8
A Kumble,2009-05-14,2,1.2
A Kumble,2009-05-14,2,1.6
A Kumble,2009-05-14,2,2.0
A Kumble,2009-05-14,2,2.0
A Kumble,2009-05-14,3,2.2
A Kumble,2009-05-14,4,2.6
A Kumble,2009-05-14,4,3.0
A Kumble,2009-05-14,4,3.4
A Kumble,2009-05-14,4,3.8
A Kumble,2009-05-14,4,4.0
A Kumble,2009-05-14,5,4.2
A Kumble,2009-05-14,5,4.4
A Kumble,2009-05-14,5,4.6
A Kumble,2009-05-14,5,4.8
A Kumble,2009-05-14,5,5.0
A Kumble,2009-05-14,5,5.0
A Kumble,2009-05-19,3,4.6
A Kumble,2009-05-19,3,4.2
A Kumble,2009-05-19,3,3.8
A Kumble,2009-05-19,3,3.4
A Kumble,2009-05-19,3,3.0
A Kumble,2009-05-19,3,3.0
A Kumble,2009-05-19,4,3.2
A Kumble,2009-05-19,4,3.4
A Kumble,2009-05-19,5,3.8
A Kumble,2009-05-19,5,4.2
A Kumble,2009-05-19,5,4.6
A Kumble,2009-05-19,5,4.8
A Kumble,2009-05-19,5,5.0
A Kumble,2009-05-19,5,5.0
A Kumble,2009-05-19,5,5.0
A Kumble,2009-05-19,5,5.0
A Kumble,2009-05-19,5,5.0
A Kumble,2009-05-19,5,5.0
A Kumble,2009-05-19,5,5.0
A Kumble,2009-05-19,5,5.0
A Kumble,2009-05-19,5,5.0
A Kumble,2009-05-19,5,5.0
A Kumble,2009-05-19,5,5.0
A Kumble,2009-05-19,5,5.0
A Kumble,2009-05-19,6,5.2
A Kumble,2009-05-19,6,5.4
A Kumble,2009-05-23,0,4.4
A Kumble,2009-05-23,0,3.4
A Kumble,2009-05-23,0,2.4
A Kumble,2009-05-23,0,1.2
A Kumble,2009-05-23,0,0.0
A Kumble,2009-05-23,0,0.0
A Kumble,2009-05-23,2,0.4
A Kumble,2009-05-23,2,0.8
A Kumble,2009-05-23,2,1.2
A Kumble,2009-05-23,2,1.6
A Kumble,2009-05-23,2,2.0
A Kumble,2009-05-23,2,2.0
A Kumble,2009-05-23,2,2.0
A Kumble,2009-05-23,2,2.0
A Kumble,2009-05-23,2,2.0
A Kumble,2009-05-23,2,2.0
A Kumble,2009-05-23,2,2.0
A Kumble,2009-05-23,2,2.0
A Kumble,2009-05-23,3,2.2
A Kumble,2009-05-23,3,2.4
A Kumble,2009-05-23,3,2.6
A Kumble,2009-05-23,3,2.8
A Kumble,2009-05-23,3,3.0
A Kumble,2009-05-23,3,3.0
A Kumble,2009-05-24,0,2.4
A Kumble,2009-05-24,0,1.8
A Kumble,2009-05-24,1,1.4
A Kumble,2009-05-24,1,1.0
A Kumble,2009-05-24,1,0.6
A Kumble,2009-05-24,1,0.8
A Kumble,2009-05-24,2,1.2
A Kumble,2009-05-24,2,1.4
A Kumble,2009-05-24,2,1.6
A Kumble,2009-05-24,2,1.8
A Kumble,2009-05-24,3,2.2
A Kumble,2009-05-24,3,2.4
A Kumble,2009-05-24,3,2.6
A Kumble,2009-05-24,3,2.8
A Kumble,2009-05-24,3,3.0
A Kumble,2009-05-24,3,3.0
A Kumble,2009-05-24,3,3.0
A Kumble,2009-05-24,3,3.0
A Kumble,2009-05-24,3,3.0
A Kumble,2009-05-24,4,3.2
A Kumble,2009-05-24,4,3.4
A Kumble,2009-05-24,4,3.6
A Kumble,2009-05-24,4,3.8
A Kumble,2009-05-24,5,4.2
A Kumble,2010-03-16,0,3.4
A Kumble,2010-03-16,0,2.6
A Kumble,2010-03-16,0,1.8
A Kumble,2010-03-16,0,1.0
A Kumble,2010-03-16,0,0.0
A Kumble,2010-03-16,0,0.0
A Kumble,2010-03-16,0,0.0
A Kumble,2010-03-16,0,0.0
A Kumble,2010-03-16,0,0.0
A Kumble,2010-03-16,0,0.0
A Kumble,2010-03-16,0,0.0
A Kumble,2010-03-16,0,0.0
A Kumble,2010-03-16,0,0.0
A Kumble,2010-03-16,0,0.0
A Kumble,2010-03-16,0,0.0
A Kumble,2010-03-16,0,0.0
A Kumble,2010-03-16,0,0.0
A Kumble,2010-03-16,0,0.0
A Kumble,2010-03-16,2,0.4
A Kumble,2010-03-16,2,0.8
A Kumble,2010-03-16,2,1.2
A Kumble,2010-03-16,2,1.6
A Kumble,2010-03-16,2,2.0
A Kumble,2010-03-16,2,2.0
A Kumble,2010-03-16,2,2.0
A Kumble,2010-03-18,1,1.8
A Kumble,2010-03-18,2,1.8
A Kumble,2010-03-18,2,1.8
A Kumble,2010-03-18,2,1.8
A Kumble,2010-03-18,2,1.8
A Kumble,2010-03-18,2,2.0
A Kumble,2010-03-18,3,2.2
A Kumble,2010-03-18,3,2.4
A Kumble,2010-03-18,3,2.6
A Kumble,2010-03-18,3,2.8
A Kumble,2010-03-18,3,3.0
A Kumble,2010-03-18,3,3.0
A Kumble,2010-03-18,4,3.2
A Kumble,2010-03-18,4,3.4
A Kumble,2010-03-18,4,3.6
A Kumble,2010-03-18,4,3.8
A Kumble,2010-03-18,4,4.0
A Kumble,2010-03-18,4,4.0
A Kumble,2010-03-18,8,4.8
A Kumble,2010-03-18,8,5.6
A Kumble,2010-03-18,8,6.4
A Kumble,2010-03-18,9,7.4
A Kumble,2010-03-18,10,8.6
A Kumble,2010-03-20,2,7.4
A Kumble,2010-03-20,2,6.2
A Kumble,2010-03-20,2,5.0
A Kumble,2010-03-20,2,3.6
A Kumble,2010-03-20,2,2.0
A Kumble,2010-03-20,2,2.0
A Kumble,2010-03-20,2,2.0
A Kumble,2010-03-20,2,2.0
A Kumble,2010-03-20,3,2.2
A Kumble,2010-03-20,3,2.4
A Kumble,2010-03-20,3,2.6
A Kumble,2010-03-20,3,2.8
A Kumble,2010-03-20,6,3.6
A Kumble,2010-03-20,6,4.2
A Kumble,2010-03-20,6,4.8
A Kumble,2010-03-20,6,5.4
A Kumble,2010-03-20,6,6.0
A Kumble,2010-03-20,6,6.0
A Kumble,2010-03-20,6,6.0
A Kumble,2010-03-20,6,6.0
A Kumble,2010-03-20,6,6.0
A Kumble,2010-03-20,6,6.0
A Kumble,2010-03-20,6,6.0
A Kumble,2010-03-20,6,6.0
A Kumble,2010-03-25,2,5.2
A Kumble,2010-03-25,2,4.4
A Kumble,2010-03-25,2,3.6
A Kumble,2010-03-25,2,2.8
A Kumble,2010-03-25,2,2.0
A Kumble,2010-03-25,2,2.0
A Kumble,2010-03-25,2,2.0
A Kumble,2010-03-25,2,2.0
A Kumble,2010-03-25,2,2.0
A Kumble,2010-03-25,2,2.0
A Kumble,2010-03-25,2,2.0
A Kumble,2010-03-25,2,2.0
A Kumble,2010-03-25,3,2.2
A Kumble,2010-03-25,3,2.4
A Kumble,2010-03-25,3,2.6
A Kumble,2010-03-25,3,2.8
A Kumble,2010-03-25,3,3.0
A Kumble,2010-03-25,3,3.0
A Kumble,2010-03-25,3,3.0
A Kumble,2010-03-25,3,3.0
A Kumble,2010-03-25,3,3.0
