bowler,date,wickets,rolling_avg_wickets
Rp Singh,2009-05-21,1,0.2
Rp Singh,2009-05-21,1,0.4
Rp Singh,2009-05-21,1,0.6
Rp Singh,2009-05-21,1,0.8
Rp Singh,2009-05-21,1,1.0
Rp Singh,2009-05-21,1,1.0
Rp Singh,2009-05-21,1,1.0
Rp Singh,2009-05-21,2,1.2
Rp Singh,2009-05-21,2,1.4
Rp Singh,2009-05-21,2,1.6
Rp Singh,2009-05-21,2,1.8
Rp Singh,2009-05-21,2,2.0
Rp Singh,2009-05-21,2,2.0
Rp Singh,2009-05-21,4,2.4
Rp Singh,2009-05-21,4,2.8
Rp Singh,2009-05-21,4,3.2
Rp Singh,2009-05-21,4,3.6
Rp Singh,2009-05-21,4,4.0
Rp Singh,2009-05-21,4,4.0
Rp Singh,2009-05-22,2,3.6
Rp Singh,2009-05-22,2,3.2
Rp Singh,2009-05-22,2,2.8
Rp Singh,2009-05-22,2,2.4
Rp Singh,2009-05-22,2,2.0
Rp Singh,2009-05-22,2,2.0
Rp Singh,2009-05-22,2,2.0
Rp Singh,2009-05-22,2,2.0
Rp Singh,2009-05-22,2,2.0
Rp Singh,2009-05-22,2,2.0
Rp Singh,2009-05-22,2,2.0
Rp Singh,2009-05-22,2,2.0
Rp Singh,2009-05-22,2,2.0
Rp Singh,2009-05-22,4,2.4
Rp Singh,2009-05-22,4,2.8
Rp Singh,2009-05-22,4,3.2
Rp Singh,2009-05-22,4,3.6
Rp Singh,2009-05-22,4,4.0
Rp Singh,2009-05-22,4,4.0
Rp Singh,2009-05-22,5,4.2
Rp Singh,2009-05-22,5,4.4
Rp Singh,2009-05-22,5,4.6
Rp Singh,2009-05-22,6,5.0
Rp Singh,2009-05-22,6,5.4
Rp Singh,2009-05-22,7,5.8
Rp Singh,2009-05-22,8,6.4
Rp Singh,2010-03-12,2,5.8
Rp Singh,2010-03-12,2,5.0
Rp Singh,2010-03-12,2,4.2
Rp Singh,2010-03-12,2,3.2
Rp Singh,2010-03-12,2,2.0
Rp Singh,2010-03-12,2,2.0
Rp Singh,2010-03-12,2,2.0
Rp Singh,2010-03-12,2,2.0
Rp Singh,2010-03-12,2,2.0
Rp Singh,2010-03-12,2,2.0
Rp Singh,2010-03-12,2,2.0
Rp Singh,2010-03-12,3,2.2
Rp Singh,2010-03-12,3,2.4
Rp Singh,2010-03-12,3,2.6
Rp Singh,2010-03-12,4,3.0
Rp Singh,2010-03-12,4,3.4
Rp Singh,2010-03-12,4,3.6
Rp Singh,2010-03-12,4,3.8
Rp Singh,2010-03-12,4,4.0
Rp Singh,2010-03-12,4,4.0
Rp Singh,2010-03-12,4,4.0
Rp Singh,2010-03-12,4,4.0
Rp Singh,2010-03-12,4,4.0
Rp Singh,2010-03-12,4,4.0
Rp Singh,2010-03-12,4,4.0
Rp Singh,2010-03-12,4,4.0
Rp Singh,2010-03-12,4,4.0
Rp Singh,2010-03-28,1,3.4
Rp Singh,2010-03-28,1,2.8
Rp Singh,2010-03-28,1,2.2
Rp Singh,2010-03-28,1,1.6
Rp Singh,2010-03-28,1,1.0
Rp Singh,2010-03-28,1,1.0
Rp Singh,2010-03-28,1,1.0
Rp Singh,2010-03-28,1,1.0
Rp Singh,2010-03-28,2,1.2
Rp Singh,2010-03-28,2,1.4
Rp Singh,2010-03-28,2,1.6
Rp Singh,2010-03-28,3,2.0
Rp Singh,2010-03-28,3,2.4
Rp Singh,2010-03-28,3,2.6
Rp Singh,2010-03-28,3,2.8
Rp Singh,2010-03-28,3,3.0
Rp Singh,2010-03-28,3,3.0
Rp Singh,2010-03-28,3,3.0
Rp Singh,2010-03-28,3,3.0
Rp Singh,2010-03-28,6,3.6
Rp Singh,2010-03-28,6,4.2
Rp Singh,2010-03-28,6,4.8
Rp Singh,2010-03-28,7,5.6
Rp Singh,2010-03-28,7,6.4
Rp Singh,2010-03-28,7,6.6
Rp Singh,2010-04-05,1,5.6
Rp Singh,2010-04-05,1,4.6
Rp Singh,2010-04-05,1,3.4
Rp Singh,2010-04-05,2,2.4
Rp Singh,2010-04-05,2,1.4
Rp Singh,2010-04-05,2,1.6
Rp Singh,2010-04-05,2,1.8
Rp Singh,2010-04-05,2,2.0
Rp Singh,2010-04-05,2,2.0
Rp Singh,2010-04-05,2,2.0
Rp Singh,2010-04-05,2,2.0
Rp Singh,2010-04-05,2,2.0
Rp Singh,2010-04-05,2,2.0
Rp Singh,2010-04-05,4,2.4
Rp Singh,2010-04-05,4,2.8
Rp Singh,2010-04-05,4,3.2
Rp Singh,2010-04-05,4,3.6
Rp Singh,2010-04-05,4,4.0
Rp Singh,2010-04-05,4,4.0
Rp Singh,2010-04-05,6,4.4
Rp Singh,2010-04-05,6,4.8
Rp Singh,2010-04-05,6,5.2
Rp Singh,2010-04-05,7,5.8
Rp Singh,2010-04-05,7,6.4
Rp Singh,2010-04-05,7,6.6
Rp Singh,2010-04-08,1,5.6
Rp Singh,2010-04-08,1,4.6
Rp Singh,2010-04-08,1,3.4
Rp Singh,2010-04-08,1,2.2
Rp Singh,2010-04-08,1,1.0
Rp Singh,2010-04-08,1,1.0
Rp Singh,2010-04-08,1,1.0
Rp Singh,2010-04-08,1,1.0
Rp Singh,2010-04-08,1,1.0
Rp Singh,2010-04-08,1,1.0
Rp Singh,2010-04-08,1,1.0
Rp Singh,2010-04-08,1,1.0
Rp Singh,2010-04-08,1,1.0
Rp Singh,2010-04-08,4,1.6
Rp Singh,2010-04-08,4,2.2
Rp Singh,2010-04-08,4,2.8
Rp Singh,2010-04-08,4,3.4
Rp Singh,2010-04-08,4,4.0
Rp Singh,2010-04-08,4,4.0
Rp Singh,2010-04-08,4,4.0
Rp Singh,2010-04-08,4,4.0
Rp Singh,2010-04-08,4,4.0
Rp Singh,2010-04-08,4,4.0
Rp Singh,2010-04-08,4,4.0
Rp Singh,2010-04-08,4,4.0
Rp Singh,2010-04-10,0,3.2
Rp Singh,2010-04-10,0,2.4
Rp Singh,2010-04-10,0,1.6
Rp Singh,2010-04-10,0,0.8
Rp Singh,2010-04-10,0,0.0
Rp Singh,2010-04-10,0,0.0
Rp Singh,2010-04-10,0,0.0
Rp Singh,2010-04-10,4,0.8
Rp Singh,2010-04-10,4,1.6
Rp Singh,2010-04-10,4,2.4
Rp Singh,2010-04-10,4,3.2
Rp Singh,2010-04-10,4,4.0
Rp Singh,2010-04-10,5,4.2
Rp Singh,2010-04-16,1,3.6
Rp Singh,2010-04-16,1,3.0
Rp Singh,2010-04-16,1,2.4
Rp Singh,2010-04-16,1,1.8
Rp Singh,2010-04-16,1,1.0
Rp Singh,2010-04-16,1,1.0
Rp Singh,2010-04-16,1,1.0
Rp Singh,2010-04-16,1,1.0
Rp Singh,2010-04-16,1,1.0
Rp Singh,2010-04-16,1,1.0
Rp Singh,2010-04-16,1,1.0
Rp Singh,2010-04-16,1,1.0
Rp Singh,2010-04-16,2,1.2
Rp Singh,2010-04-16,2,1.4
Rp Singh,2010-04-16,2,1.6
Rp Singh,2010-04-16,2,1.8
Rp Singh,2010-04-16,2,2.0
Rp Singh,2010-04-16,2,2.0
Rp Singh,2010-04-16,2,2.0
Rp Singh,2010-04-16,2,2.0
Rp Singh,2010-04-16,2,2.0
Rp Singh,2010-04-16,2,2.0
Rp Singh,2010-04-16,2,2.0
Rp Singh,2010-04-16,3,2.2
Rp Singh,2010-04-16,3,2.4
Rp Singh,2010-04-22,1,2.2
Rp Singh,2010-04-22,1,2.0
Rp Singh,2010-04-22,1,1.8
Rp Singh,2010-04-22,1,1.4
Rp Singh,2010-04-22,1,1.0
Rp Singh,2010-04-22,1,1.0
Rp Singh,2010-04-22,3,1.4
Rp Singh,2010-04-22,3,1.8
Rp Singh,2010-04-22,3,2.2
Rp Singh,2010-04-22,3,2.6
Rp Singh,2010-04-22,3,3.0
Rp Singh,2010-04-22,3,3.0
Rp Singh,2010-04-22,3,3.0
Rp Singh,2010-04-22,3,3.0
Rp Singh,2010-04-22,3,3.0
Rp Singh,2010-04-22,3,3.0
Rp Singh,2010-04-22,3,3.0
Rp Singh,2010-04-22,3,3.0
Rp Singh,2010-04-22,3,3.0
Rp Singh,2010-04-22,5,3.4
Rp Singh,2010-04-22,6,4.0
Rp Singh,2010-04-22,6,4.6
Rp Singh,2010-04-22,6,5.2
Rp Singh,2010-04-22,6,5.8
Rp Singh,2010-04-22,6,6.0
Rp Singh,2011-04-15,0,4.8
Rp Singh,2011-04-15,0,3.6
Rp Singh,2011-04-15,0,2.4
Rp Singh,2011-04-15,0,1.2
Rp Singh,2011-04-15,0,0.0
Rp Singh,2011-04-15,0,0.0
Rp Singh,2011-04-15,0,0.0
Rp Singh,2011-04-15,0,0.0
Rp Singh,2011-04-15,0,0.0
Rp Singh,2011-04-15,0,0.0
Rp Singh,2011-04-15,0,0.0
Rp Singh,2011-04-15,0,0.0
Rp Singh,2011-04-15,0,0.0
Rp Singh,2011-04-15,0,0.0
Rp Singh,2011-04-15,0,0.0
Rp Singh,2011-04-15,0,0.0
Rp Singh,2011-04-15,0,0.0
Rp Singh,2011-04-15,0,0.0
Rp Singh,2011-04-15,1,0.2
Rp Singh,2011-04-15,1,0.4
Rp Singh,2011-04-15,1,0.6
Rp Singh,2011-04-15,1,0.8
Rp Singh,2011-04-15,1,1.0
Rp Singh,2011-04-15,1,1.0
Rp Singh,2011-04-27,0,0.8
Rp Singh,2011-04-27,0,0.6
Rp Singh,2011-04-27,0,0.4
Rp Singh,2011-04-27,0,0.2
Rp Singh,2011-04-27,0,0.0
Rp Singh,2011-04-27,0,0.0
Rp Singh,2011-04-27,1,0.2
Rp Singh,2011-04-27,1,0.4
Rp Singh,2011-04-27,2,0.8
Rp Singh,2011-04-27,2,1.2
Rp Singh,2011-04-27,2,1.6
Rp Singh,2011-04-27,2,1.8
Rp Singh,2011-04-27,2,2.0
Rp Singh,2011-04-27,2,2.0
Rp Singh,2011-04-27,2,2.0
Rp Singh,2011-04-27,2,2.0
Rp Singh,2011-04-27,2,2.0
Rp Singh,2011-04-27,2,2.0
Rp Singh,2011-04-27,2,2.0
Rp Singh,2011-04-27,5,2.6
Rp Singh,2011-04-27,5,3.2
Rp Singh,2011-04-27,5,3.8
Rp Singh,2011-04-27,5,4.4
Rp Singh,2011-04-27,5,5.0
Rp Singh,2011-04-27,5,5.0
Rp Singh,2011-04-27,5,5.0
Rp Singh,2011-04-30,0,4.0
Rp Singh,2011-04-30,0,3.0
Rp Singh,2011-04-30,0,2.0
Rp Singh,2011-04-30,0,1.0
Rp Singh,2011-04-30,0,0.0
Rp Singh,2011-04-30,0,0.0
Rp Singh,2011-04-30,0,0.0
Rp Singh,2011-04-30,2,0.4
Rp Singh,2011-04-30,2,0.8
Rp Singh,2011-04-30,2,1.2
Rp Singh,2011-04-30,2,1.6
Rp Singh,2011-04-30,2,2.0
Rp Singh,2011-04-30,2,2.0
Rp Singh,2011-04-30,2,2.0
Rp Singh,2011-04-30,2,2.0
Rp Singh,2011-04-30,2,2.0
Rp Singh,2011-04-30,2,2.0
Rp Singh,2011-04-30,2,2.0
Rp Singh,2011-04-30,2,2.0
Rp Singh,2011-04-30,6,2.8
Rp Singh,2011-04-30,6,3.6
Rp Singh,2011-04-30,6,4.4
Rp Singh,2011-04-30,6,5.2
Rp Singh,2011-04-30,6,6.0
Rp Singh,2011-04-30,7,6.2
Rp Singh,2011-05-02,0,5.0
Rp Singh,2011-05-02,0,3.8
Rp Singh,2011-05-02,0,2.6
Rp Singh,2011-05-02,0,1.4
Rp Singh,2011-05-02,0,0.0
Rp Singh,2011-05-02,0,0.0
Rp Singh,2011-05-02,2,0.4
Rp Singh,2011-05-02,2,0.8
Rp Singh,2011-05-02,3,1.4
Rp Singh,2011-05-02,3,2.0
Rp Singh,2011-05-02,3,2.6
Rp Singh,2011-05-02,3,2.8
Rp Singh,2011-05-02,3,3.0
Rp Singh,2011-05-02,3,3.0
Rp Singh,2011-05-02,3,3.0
Rp Singh,2011-05-02,3,3.0
Rp Singh,2011-05-02,3,3.0
Rp Singh,2011-05-02,3,3.0
Rp Singh,2011-05-02,3,3.0
Rp Singh,2011-05-02,6,3.6
Rp Singh,2011-05-02,6,4.2
Rp Singh,2011-05-02,6,4.8
Rp Singh,2011-05-02,6,5.4
Rp Singh,2011-05-02,6,6.0
Rp Singh,2011-05-02,6,6.0
Rp Singh,2011-05-15,0,4.8
Rp Singh,2011-05-15,0,3.6
Rp Singh,2011-05-15,0,2.4
Rp Singh,2011-05-15,0,1.2
Rp Singh,2011-05-15,0,0.0
Rp Singh,2011-05-15,0,0.0
Rp Singh,2011-05-15,0,0.0
Rp Singh,2011-05-15,0,0.0
Rp Singh,2011-05-15,0,0.0
Rp Singh,2011-05-15,0,0.0
Rp Singh,2011-05-15,0,0.0
Rp Singh,2011-05-15,1,0.2
Rp Singh,2011-05-15,2,0.6
Rp Singh,2011-05-15,2,1.0
Rp Singh,2011-05-15,2,1.4
Rp Singh,2011-05-15,2,1.8
Rp Singh,2011-05-15,2,2.0
Rp Singh,2011-05-15,2,2.0
Rp Singh,2011-05-15,9,3.4
Rp Singh,2011-05-15,9,4.8
Rp Singh,2011-05-15,9,6.2
Rp Singh,2011-05-15,9,7.6
Rp Singh,2011-05-15,9,9.0
Rp Singh,2011-05-15,9,9.0
Rp Singh,2011-05-18,0,7.2
Rp Singh,2011-05-18,0,5.4
Rp Singh,2011-05-18,0,3.6
Rp Singh,2011-05-18,0,1.8
Rp Singh,2011-05-18,0,0.0
Rp Singh,2011-05-18,0,0.0
Rp Singh,2011-05-18,0,0.0
Rp Singh,2011-05-18,0,0.0
Rp Singh,2011-05-18,0,0.0
Rp Singh,2011-05-18,0,0.0
Rp Singh,2011-05-18,0,0.0
Rp Singh,2011-05-18,1,0.2
Rp Singh,2011-05-18,5,1.2
Rp Singh,2011-05-18,5,2.2
Rp Singh,2011-05-18,5,3.2
Rp Singh,2011-05-18,5,4.2
Rp Singh,2011-05-18,5,5.0
Rp Singh,2011-05-18,5,5.0
Rp Singh,2011-05-18,5,5.0
Rp Singh,2011-05-18,5,5.0
Rp Singh,2011-05-18,5,5.0
Rp Singh,2011-05-18,5,5.0
Rp Singh,2011-05-18,5,5.0
Rp Singh,2011-05-18,5,5.0
Rp Singh,2012-04-25,0,4.0
Rp Singh,2012-04-25,0,3.0
Rp Singh,2012-04-25,0,2.0
Rp Singh,2012-04-25,0,1.0
Rp Singh,2012-04-25,0,0.0
Rp Singh,2012-04-25,0,0.0
Rp Singh,2012-04-25,0,0.0
Rp Singh,2012-04-25,0,0.0
Rp Singh,2012-04-25,0,0.0
Rp Singh,2012-04-25,0,0.0
Rp Singh,2012-04-25,0,0.0
Rp Singh,2012-04-25,0,0.0
Rp Singh,2012-04-25,0,0.0
Rp Singh,2012-04-25,1,0.2
Rp Singh,2012-04-25,1,0.4
Rp Singh,2012-04-25,1,0.6
Rp Singh,2012-04-25,1,0.8
Rp Singh,2012-04-25,1,1.0
Rp Singh,2012-04-25,3,1.4
Rp Singh,2012-04-25,3,1.8
Rp Singh,2012-04-25,3,2.2
Rp Singh,2012-04-25,3,2.6
Rp Singh,2012-04-25,3,3.0
Rp Singh,2012-04-25,3,3.0
Rp Singh,2012-04-25,3,3.0
Rp Singh,2012-04-27,0,2.4
Rp Singh,2012-04-27,0,1.8
Rp Singh,2012-04-27,0,1.2
Rp Singh,2012-04-27,0,0.6
Rp Singh,2012-04-27,0,0.0
Rp Singh,2012-04-27,0,0.0
Rp Singh,2012-04-27,0,0.0
Rp Singh,2012-04-27,0,0.0
Rp Singh,2012-04-27,0,0.0
Rp Singh,2012-04-27,0,0.0
Rp Singh,2012-04-27,0,0.0
Rp Singh,2012-04-27,0,0.0
Rp Singh,2012-04-27,0,0.0
Rp Singh,2012-04-27,0,0.0
Rp Singh,2012-04-27,0,0.0
Rp Singh,2012-04-27,0,0.0
Rp Singh,2012-04-27,0,0.0
Rp Singh,2012-04-27,0,0.0
Rp Singh,2012-04-27,0,0.0
Rp Singh,2012-04-27,5,1.0
Rp Singh,2012-04-27,5,2.0
Rp Singh,2012-04-27,5,3.0
Rp Singh,2012-04-27,5,4.0
Rp Singh,2012-04-27,5,5.0
Rp Singh,2012-04-27,5,5.0
Rp Singh,2012-04-29,0,4.0
Rp Singh,2012-04-29,0,3.0
Rp Singh,2012-04-29,0,2.0
Rp Singh,2012-04-29,0,1.0
Rp Singh,2012-04-29,0,0.0
Rp Singh,2012-04-29,0,0.0
Rp Singh,2012-04-29,0,0.0
Rp Singh,2012-04-29,0,0.0
Rp Singh,2012-04-29,0,0.0
Rp Singh,2012-04-29,0,0.0
Rp Singh,2012-04-29,0,0.0
Rp Singh,2012-04-29,0,0.0
Rp Singh,2012-04-29,0,0.0
Rp Singh,2012-04-29,0,0.0
Rp Singh,2012-04-29,1,0.2
Rp Singh,2012-04-29,1,0.4
Rp Singh,2012-04-29,1,0.6
Rp Singh,2012-04-29,1,0.8
Rp Singh,2012-05-06,0,0.8
Rp Singh,2012-05-06,0,0.6
Rp Singh,2012-05-06,0,0.4
Rp Singh,2012-05-06,0,0.2
Rp Singh,2012-05-06,0,0.0
Rp Singh,2012-05-06,0,0.0
Rp Singh,2012-05-06,1,0.2
Rp Singh,2012-05-06,1,0.4
Rp Singh,2012-05-06,1,0.6
Rp Singh,2012-05-06,2,1.0
Rp Singh,2012-05-06,2,1.4
Rp Singh,2012-05-06,2,1.6
Rp Singh,2012-05-06,2,1.8
Rp Singh,2012-05-06,2,2.0
Rp Singh,2012-05-06,2,2.0
Rp Singh,2012-05-06,2,2.0
Rp Singh,2012-05-06,2,2.0
Rp Singh,2012-05-06,2,2.0
Rp Singh,2012-05-06,2,2.0
Rp Singh,2012-05-06,4,2.4
Rp Singh,2012-05-06,4,2.8
Rp Singh,2012-05-06,5,3.4
Rp Singh,2012-05-06,5,4.0
Rp Singh,2012-05-06,5,4.6
Rp Singh,2012-05-06,6,5.0
Rp Singh,2012-05-14,0,4.2
Rp Singh,2012-05-14,0,3.2
Rp Singh,2012-05-14,0,2.2
Rp Singh,2012-05-14,0,1.2
Rp Singh,2012-05-14,0,0.0
Rp Singh,2012-05-14,0,0.0
Rp Singh,2012-05-14,2,0.4
Rp Singh,2012-05-14,2,0.8
Rp Singh,2012-05-14,2,1.2
Rp Singh,2012-05-14,2,1.6
Rp Singh,2012-05-14,2,2.0
Rp Singh,2012-05-14,2,2.0
Rp Singh,2012-05-14,4,2.4
Rp Singh,2012-05-14,4,2.8
Rp Singh,2012-05-14,4,3.2
Rp Singh,2012-05-14,4,3.6
Rp Singh,2012-05-14,4,4.0
Rp Singh,2012-05-14,4,4.0
Rp Singh,2012-05-14,4,4.0
Rp Singh,2012-05-14,4,4.0
Rp Singh,2012-05-14,4,4.0
Rp Singh,2012-05-14,5,4.2
Rp Singh,2012-05-14,5,4.4
Rp Singh,2012-05-14,6,4.8
Rp Singh,2012-05-14,6,5.2
Rp Singh,2012-05-16,0,4.4
Rp Singh,2012-05-16,1,3.6
Rp Singh,2012-05-16,2,3.0
Rp Singh,2012-05-16,2,2.2
Rp Singh,2012-05-16,2,1.4
Rp Singh,2012-05-16,2,1.8
Rp Singh,2012-05-16,2,2.0
Rp Singh,2012-05-16,2,2.0
Rp Singh,2012-05-16,2,2.0
Rp Singh,2012-05-16,2,2.0
Rp Singh,2012-05-16,2,2.0
Rp Singh,2012-05-16,2,2.0
Rp Singh,2012-05-16,2,2.0
Rp Singh,2012-05-16,6,2.8
Rp Singh,2012-05-16,6,3.6
Rp Singh,2012-05-16,6,4.4
Rp Singh,2012-05-16,6,5.2
Rp Singh,2012-05-16,6,6.0
Rp Singh,2012-05-16,6,6.0
Rp Singh,2012-05-16,6,6.0
Rp Singh,2012-05-16,6,6.0
Rp Singh,2012-05-16,7,6.2
Rp Singh,2012-05-16,7,6.4
Rp Singh,2012-05-16,7,6.6
Rp Singh,2012-05-16,7,6.8
Rp Singh,2012-05-16,7,7.0
Rp Singh,2012-05-16,7,7.0
Rp Singh,2012-05-20,0,5.6
Rp Singh,2012-05-20,0,4.2
Rp Singh,2012-05-20,0,2.8
Rp Singh,2012-05-20,0,1.4
Rp Singh,2012-05-20,0,0.0
Rp Singh,2012-05-20,0,0.0
Rp Singh,2012-05-20,0,0.0
Rp Singh,2012-05-20,1,0.2
Rp Singh,2012-05-20,1,0.4
Rp Singh,2012-05-20,1,0.6
Rp Singh,2012-05-20,1,0.8
Rp Singh,2012-05-20,1,1.0
Rp Singh,2012-05-20,1,1.0
Rp Singh,2012-05-20,1,1.0
Rp Singh,2012-05-20,4,1.6
Rp Singh,2012-05-20,4,2.2
Rp Singh,2012-05-20,4,2.8
Rp Singh,2012-05-20,4,3.4
Rp Singh,2012-05-20,4,4.0
Rp Singh,2012-05-20,4,4.0
Rp Singh,2012-05-20,4,4.0
Rp Singh,2012-05-20,4,4.0
Rp Singh,2012-05-23,2,3.6
Rp Singh,2012-05-23,2,3.2
Rp Singh,2012-05-23,2,2.8
Rp Singh,2012-05-23,2,2.4
Rp Singh,2012-05-23,2,2.0
Rp Singh,2012-05-23,2,2.0
Rp Singh,2012-05-23,2,2.0
Rp Singh,2012-05-23,2,2.0
Rp Singh,2012-05-23,2,2.0
Rp Singh,2012-05-23,2,2.0
Rp Singh,2012-05-23,2,2.0
Rp Singh,2012-05-23,2,2.0
Rp Singh,2012-05-23,2,2.0
Rp Singh,2012-05-23,2,2.0
Rp Singh,2012-05-23,2,2.0
Rp Singh,2012-05-23,2,2.0
Rp Singh,2012-05-23,2,2.0
Rp Singh,2012-05-23,2,2.0
Rp Singh,2012-05-23,5,2.6
Rp Singh,2012-05-23,5,3.2
Rp Singh,2012-05-23,5,3.8
Rp Singh,2012-05-23,5,4.4
Rp Singh,2012-05-23,5,5.0
Rp Singh,2012-05-23,5,5.0
Rp Singh,2013-04-09,0,4.0
Rp Singh,2013-04-09,0,3.0
Rp Singh,2013-04-09,0,2.0
Rp Singh,2013-04-09,0,1.0
Rp Singh,2013-04-09,0,0.0
Rp Singh,2013-04-09,0,0.0
Rp Singh,2013-04-09,1,0.2
Rp Singh,2013-04-09,1,0.4
Rp Singh,2013-04-09,1,0.6
Rp Singh,2013-04-09,1,0.8
Rp Singh,2013-04-09,1,1.0
Rp Singh,2013-04-09,1,1.0
Rp Singh,2013-04-09,3,1.4
Rp Singh,2013-04-09,3,1.8
Rp Singh,2013-04-09,3,2.2
Rp Singh,2013-04-09,3,2.6
Rp Singh,2013-04-09,3,3.0
Rp Singh,2013-04-09,4,3.2
Rp Singh,2013-04-09,4,3.4
Rp Singh,2013-04-09,4,3.6
Rp Singh,2013-04-09,6,4.2
Rp Singh,2013-04-09,6,4.8
Rp Singh,2013-04-09,6,5.2
Rp Singh,2013-04-09,6,5.6
Rp Singh,2013-04-09,6,6.0
Rp Singh,2013-04-09,6,6.0
Rp Singh,2013-04-11,1,5.0
Rp Singh,2013-04-11,1,4.0
Rp Singh,2013-04-11,1,3.0
Rp Singh,2013-04-11,1,2.0
Rp Singh,2013-04-11,1,1.0
Rp Singh,2013-04-11,1,1.0
Rp Singh,2013-04-11,2,1.2
Rp Singh,2013-04-11,2,1.4
Rp Singh,2013-04-11,2,1.6
Rp Singh,2013-04-11,2,1.8
Rp Singh,2013-04-11,2,2.0
Rp Singh,2013-04-11,2,2.0
Rp Singh,2013-04-11,4,2.4
Rp Singh,2013-04-11,5,3.0
Rp Singh,2013-04-11,5,3.6
Rp Singh,2013-04-11,5,4.2
Rp Singh,2013-04-11,5,4.8
Rp Singh,2013-04-11,5,5.0
Rp Singh,2013-04-11,6,5.2
Rp Singh,2013-04-11,6,5.4
Rp Singh,2013-04-11,7,5.8
Rp Singh,2013-04-11,8,6.4
Rp Singh,2013-04-11,8,7.0
Rp Singh,2013-04-11,8,7.4
Rp Singh,2013-04-11,8,7.8
Rp Singh,2013-04-16,0,6.4
Rp Singh,2013-04-16,0,4.8
Rp Singh,2013-04-16,0,3.2
Rp Singh,2013-04-16,0,1.6
Rp Singh,2013-04-16,0,0.0
Rp Singh,2013-04-16,0,0.0
Rp Singh,2013-04-16,0,0.0
Rp Singh,2013-04-16,3,0.6
Rp Singh,2013-04-16,3,1.2
Rp Singh,2013-04-16,3,1.8
Rp Singh,2013-04-16,3,2.4
Rp Singh,2013-04-16,3,3.0
Rp Singh,2013-04-16,3,3.0
Rp Singh,2013-04-16,4,3.2
Rp Singh,2013-04-16,4,3.4
Rp Singh,2013-04-16,4,3.6
Rp Singh,2013-04-16,4,3.8
Rp Singh,2013-04-16,4,4.0
Rp Singh,2013-04-16,4,4.0
Rp Singh,2013-04-16,5,4.2
Rp Singh,2013-04-16,5,4.4
Rp Singh,2013-04-16,5,4.6
Rp Singh,2013-04-16,5,4.8
Rp Singh,2013-04-16,5,5.0
Rp Singh,2013-04-16,5,5.0
Rp Singh,2013-04-20,0,4.0
Rp Singh,2013-04-20,0,3.0
Rp Singh,2013-04-20,0,2.0
Rp Singh,2013-04-20,0,1.0
Rp Singh,2013-04-20,0,0.0
Rp Singh,2013-04-20,0,0.0
Rp Singh,2013-04-20,1,0.2
Rp Singh,2013-04-20,1,0.4
Rp Singh,2013-04-20,1,0.6
Rp Singh,2013-04-20,1,0.8
Rp Singh,2013-04-20,1,1.0
Rp Singh,2013-04-20,1,1.0
Rp Singh,2013-04-20,5,1.8
Rp Singh,2013-04-20,5,2.6
Rp Singh,2013-04-20,6,3.6
Rp Singh,2013-04-20,6,4.6
Rp Singh,2013-04-20,6,5.6
Rp Singh,2013-04-20,7,6.0
Rp Singh,2013-04-20,9,6.8
Rp Singh,2013-04-20,9,7.4
Rp Singh,2013-04-20,9,8.0
Rp Singh,2013-04-20,9,8.6
Rp Singh,2013-04-20,9,9.0
Rp Singh,2013-04-20,9,9.0
Rp Singh,2013-04-27,0,7.2
Rp Singh,2013-04-27,0,5.4
Rp Singh,2013-04-27,0,3.6
Rp Singh,2013-04-27,0,1.8
Rp Singh,2013-04-27,0,0.0
Rp Singh,2013-04-27,0,0.0
Rp Singh,2013-04-27,0,0.0
Rp Singh,2013-04-27,0,0.0
Rp Singh,2013-04-27,0,0.0
Rp Singh,2013-04-27,0,0.0
Rp Singh,2013-04-27,1,0.2
Rp Singh,2013-04-27,1,0.4
Rp Singh,2013-04-27,1,0.6
Rp Singh,2013-04-27,3,1.2
Rp Singh,2013-04-27,3,1.8
Rp Singh,2013-04-27,3,2.2
Rp Singh,2013-04-27,3,2.6
Rp Singh,2013-04-27,3,3.0
Rp Singh,2013-04-27,3,3.0
Rp Singh,2013-04-27,3,3.0
Rp Singh,2013-04-27,6,3.6
Rp Singh,2013-04-27,6,4.2
Rp Singh,2013-04-27,6,4.8
Rp Singh,2013-04-27,6,5.4
Rp Singh,2013-04-27,6,6.0
Rp Singh,2013-04-27,6,6.0
Rp Singh,2016-04-09,0,4.8
Rp Singh,2016-04-09,0,3.6
Rp Singh,2016-04-09,0,2.4
Rp Singh,2016-04-09,0,1.2
Rp Singh,2016-04-09,0,0.0
Rp Singh,2016-04-09,0,0.0
Rp Singh,2016-04-09,1,0.2
Rp Singh,2016-04-09,1,0.4
Rp Singh,2016-04-09,1,0.6
Rp Singh,2016-04-09,1,0.8
Rp Singh,2016-04-09,1,1.0
Rp Singh,2016-04-09,1,1.0
Rp Singh,2016-04-09,7,2.2
Rp Singh,2016-04-09,7,3.4
Rp Singh,2016-04-09,7,4.6
Rp Singh,2016-04-09,7,5.8
Rp Singh,2016-04-09,8,7.2
Rp Singh,2016-04-09,8,7.4
Rp Singh,2016-04-09,8,7.6
Rp Singh,2016-05-10,0,6.2
Rp Singh,2016-05-10,0,4.8
Rp Singh,2016-05-10,0,3.2
Rp Singh,2016-05-10,0,1.6
