batsman,date,runs,rolling_avg_runs
A Ashish Reddy,2012-04-29,66,66.0
A Ashish Reddy,2012-04-29,66,66.0
A Ashish Reddy,2012-04-29,66,66.0
A Ashish Reddy,2012-04-29,67,66.25
A Ashish Reddy,2012-04-29,74,67.8
A Ashish Reddy,2012-04-29,81,70.8
A Ashish Reddy,2012-04-29,81,73.8
A Ashish Reddy,2012-04-29,82,77.0
A Ashish Reddy,2012-04-29,82,80.0
A Ashish Reddy,2012-04-29,82,81.6
A Ashish Reddy,2012-05-20,128,91.0
A Ashish Reddy,2012-05-20,129,100.6
A Ashish Reddy,2012-05-20,130,110.2
A Ashish Reddy,2012-05-20,132,120.2
A Ashish Reddy,2012-05-20,132,130.2
A Ashish Reddy,2013-04-05,114,127.4
A Ashish Reddy,2013-04-05,119,125.4
A Ashish Reddy,2013-04-05,124,124.2
A Ashish Reddy,2013-04-05,125,122.8
A Ashish Reddy,2013-04-09,143,125.0
A Ashish Reddy,2013-04-09,147,131.6
A Ashish Reddy,2013-04-09,155,138.8
A Ashish Reddy,2013-04-09,155,145.0
A Ashish Reddy,2013-04-17,76,135.2
A Ashish Reddy,2013-04-17,79,122.4
A Ashish Reddy,2013-04-17,81,109.2
A Ashish Reddy,2013-04-17,82,94.6
A Ashish Reddy,2013-04-17,83,80.2
A Ashish Reddy,2013-04-17,84,81.8
A Ashish Reddy,2013-04-17,86,83.2
A Ashish Reddy,2013-04-17,86,84.2
A Ashish Reddy,2013-04-17,87,85.2
A Ashish Reddy,2013-04-17,89,86.4
A Ashish Reddy,2013-04-17,95,88.6
A Ashish Reddy,2013-04-17,96,90.6
A Ashish Reddy,2013-04-17,103,94.0
A Ashish Reddy,2013-04-17,104,97.4
A Ashish Reddy,2013-04-17,107,101.0
A Ashish Reddy,2013-04-25,99,101.8
A Ashish Reddy,2013-04-25,100,102.6
A Ashish Reddy,2013-04-25,101,102.2
A Ashish Reddy,2013-04-25,112,103.8
A Ashish Reddy,2013-04-25,112,104.8
A Ashish Reddy,2013-04-25,115,108.0
A Ashish Reddy,2013-04-25,116,111.2
A Ashish Reddy,2013-04-25,118,114.6
A Ashish Reddy,2013-04-25,132,118.6
A Ashish Reddy,2013-04-25,133,122.8
A Ashish Reddy,2013-04-25,145,128.8
A Ashish Reddy,2013-04-25,149,135.4
A Ashish Reddy,2013-04-25,149,141.6
A Ashish Reddy,2013-04-25,155,146.2
A Ashish Reddy,2013-04-25,159,151.4
A Ashish Reddy,2013-04-25,159,154.2
A Ashish Reddy,2013-04-27,92,142.8
A Ashish Reddy,2013-04-27,92,131.4
A Ashish Reddy,2013-04-27,95,119.4
A Ashish Reddy,2013-04-27,101,107.8
A Ashish Reddy,2013-04-27,105,97.0
A Ashish Reddy,2013-04-27,105,99.6
A Ashish Reddy,2013-04-27,106,102.4
A Ashish Reddy,2013-04-27,108,105.0
A Ashish Reddy,2013-04-27,110,106.8
A Ashish Reddy,2013-04-27,111,108.0
A Ashish Reddy,2013-04-27,114,109.8
A Ashish Reddy,2015-04-16,96,107.8
A Ashish Reddy,2015-04-16,97,105.6
A Ashish Reddy,2015-04-16,100,103.6
A Ashish Reddy,2015-04-16,105,102.4
A Ashish Reddy,2015-04-16,115,102.6
A Ashish Reddy,2015-04-16,121,107.6
A Ashish Reddy,2015-04-16,122,112.6
A Ashish Reddy,2015-04-16,124,117.4
A Ashish Reddy,2015-04-16,127,121.8
A Ashish Reddy,2015-04-27,125,123.8
A Ashish Reddy,2015-04-27,129,125.4
A Ashish Reddy,2015-04-27,130,127.0
A Ashish Reddy,2015-04-27,133,128.8
A Ashish Reddy,2015-04-27,135,130.4
A Ashish Reddy,2015-04-27,143,134.0
A Ashish Reddy,2015-04-27,149,138.0
A Ashish Reddy,2015-04-27,150,142.0
A Ashish Reddy,2015-05-02,156,146.6
A Ashish Reddy,2015-05-02,156,150.8
A Ashish Reddy,2015-05-02,157,153.6
A Ashish Reddy,2015-05-02,159,155.6
A Ashish Reddy,2015-05-02,163,158.2
A Ashish Reddy,2015-05-02,163,159.6
A Ashish Reddy,2015-05-17,63,141.0
A Ashish Reddy,2015-05-17,63,122.2
A Ashish Reddy,2015-05-17,63,103.0
A Ashish Reddy,2015-05-17,64,83.2
A Ashish Reddy,2015-05-17,67,64.0
A Ashish Reddy,2015-05-17,70,65.4
A Ashish Reddy,2015-05-17,70,66.8
A Ashish Reddy,2015-05-17,70,68.2
A Ashish Reddy,2015-05-17,71,69.6
A Ashish Reddy,2015-05-17,72,70.6
A Ashish Reddy,2015-05-17,79,72.4
A Ashish Reddy,2015-05-17,80,74.4
A Ashish Reddy,2015-05-17,81,76.6
A Ashish Reddy,2015-05-17,84,79.2
A Ashish Reddy,2015-05-17,84,81.6
A Ashish Reddy,2016-04-16,119,89.6
A Ashish Reddy,2016-04-16,126,98.8
A Ashish Reddy,2016-04-16,128,108.2
A Ashish Reddy,2016-04-16,129,117.2
A Ashish Reddy,2016-04-16,129,126.2
A Ashish Reddy,2016-04-16,135,129.4
A Ashish Reddy,2016-04-16,137,131.6
A Ashish Reddy,2016-04-16,140,134.0
A Ashish Reddy,2016-04-16,141,136.4
A Ashish Reddy,2016-04-30,190,148.6
A Ashish Reddy,2016-04-30,191,159.8
A Ashish Reddy,2016-04-30,193,171.0
A Chandila,2012-05-18,126,126.0
A Chandila,2013-04-20,110,118.0
A Chandila,2013-04-20,110,115.33333333333333
A Chandila,2013-04-20,111,114.25
A Chandila,2013-04-20,114,114.2
A Chandila,2013-04-20,114,111.8
A Chandila,2013-04-20,115,112.8
A Chopra,2008-05-08,0,0.0
A Chopra,2008-05-08,1,0.5
A Chopra,2008-05-08,2,1.0
A Chopra,2008-05-08,4,1.75
A Chopra,2008-05-08,9,3.2
A Chopra,2008-05-11,6,4.4
A Chopra,2008-05-11,6,5.4
A Chopra,2008-05-11,6,6.2
A Chopra,2008-05-11,7,6.8
A Chopra,2008-05-11,9,6.8
A Chopra,2008-05-11,10,7.6
A Chopra,2008-05-11,28,12.0
A Chopra,2008-05-11,42,19.2
A Chopra,2008-05-11,43,26.4
A Chopra,2008-05-11,44,33.4
A Chopra,2008-05-11,49,41.2
A Chopra,2008-05-11,55,46.6
A Chopra,2008-05-11,57,49.6
A Chopra,2008-05-11,58,52.6
A Chopra,2008-05-11,59,55.6
A Chopra,2008-05-11,61,58.0
A Chopra,2008-05-11,61,59.2
A Chopra,2008-05-11,61,60.0
A Chopra,2008-05-11,61,60.6
A Chopra,2008-05-11,63,61.4
A Chopra,2008-05-11,68,62.8
A Chopra,2008-05-11,72,65.0
A Chopra,2008-05-11,72,67.2
A Chopra,2008-05-11,73,69.6
A Chopra,2008-05-11,73,71.6
A Chopra,2008-05-13,1,58.2
A Chopra,2008-05-13,1,44.0
A Chopra,2008-05-13,2,30.0
A Chopra,2008-05-13,8,17.0
A Chopra,2008-05-13,9,4.2
A Chopra,2008-05-13,10,6.0
A Chopra,2008-05-13,17,9.2
A Chopra,2008-05-13,17,12.2
A Chopra,2008-05-13,17,14.0
A Chopra,2008-05-13,17,15.6
A Chopra,2008-05-13,17,17.0
A Chopra,2008-05-13,18,17.2
A Chopra,2008-05-13,23,18.4
A Chopra,2008-05-13,24,19.8
A Chopra,2008-05-13,24,21.2
A Chopra,2008-05-13,28,23.4
A Chopra,2008-05-13,35,26.8
A Chopra,2008-05-13,35,29.2
A Chopra,2008-05-16,5,25.4
A Chopra,2008-05-16,5,21.6
A Chopra,2008-05-16,12,18.4
A Chopra,2008-05-16,13,14.0
A Chopra,2009-04-19,16,10.2
A Chopra,2009-04-19,16,12.4
A Chopra,2009-04-19,17,14.8
A Chopra,2009-04-19,17,15.8
A Chopra,2009-04-19,21,17.4
A Chopra,2009-04-19,22,18.6
A Chopra,2009-04-19,22,19.8
A Chopra,2009-04-19,23,21.0
A Chopra,2009-04-19,23,22.2
A Chopra,2009-04-19,23,22.6
A Chopra,2009-04-19,24,23.0
A Chopra,2009-04-19,27,24.0
A Chopra,2009-04-19,27,24.8
A Chopra,2009-04-19,27,25.6
A Chopra,2009-04-19,27,26.4
A Chopra,2009-04-19,27,27.0
A Chopra,2009-04-19,27,27.0
A Chopra,2009-04-19,31,27.8
A Chopra,2009-04-19,33,29.0
A Chopra,2009-04-19,34,30.4
A Choudhary,2017-04-27,111,111.0
A Choudhary,2017-04-27,112,111.5
A Choudhary,2017-04-27,114,112.33333333333333
A Choudhary,2017-04-27,116,113.25
A Choudhary,2017-04-27,116,113.8
A Choudhary,2017-04-27,117,115.0
A Choudhary,2017-04-27,122,117.0
A Choudhary,2017-04-27,127,119.6
A Choudhary,2017-04-27,129,122.2
A Choudhary,2017-04-27,130,125.0
A Choudhary,2017-04-27,131,127.8
A Choudhary,2017-04-27,133,130.0
A Flintoff,2009-04-20,144,144.0
A Flintoff,2009-04-20,145,144.5
A Flintoff,2009-04-20,150,146.33333333333334
A Flintoff,2009-04-20,151,147.5
A Flintoff,2009-04-20,151,148.2
A Flintoff,2009-04-20,155,150.4
A Flintoff,2009-04-20,156,152.6
A Flintoff,2009-04-20,158,154.2
A Flintoff,2009-04-20,159,155.8
A Flintoff,2009-04-20,165,158.6
A Flintoff,2009-04-20,171,161.8
A Flintoff,2009-04-20,172,165.0
A Flintoff,2009-04-20,178,169.0
A Flintoff,2009-04-20,179,173.0
A Kumble,2008-05-05,116,116.0
A Kumble,2008-05-05,116,116.0
A Kumble,2008-05-05,116,116.0
A Kumble,2008-05-05,117,116.25
A Kumble,2008-05-05,118,116.6
A Kumble,2008-05-05,124,118.2
A Kumble,2008-05-05,125,120.0
A Kumble,2008-05-12,143,125.4
A Kumble,2008-05-21,126,127.2
A Kumble,2009-04-24,162,136.0
A Kumble,2009-04-24,166,144.4
A Kumble,2009-04-24,167,152.8
A Kumble,2009-05-01,134,151.0
A Kumble,2009-05-01,135,152.8
A Kumble,2009-05-01,136,147.6
A Kumble,2009-05-01,136,141.6
A Mishra,2008-05-11,96,96.0
A Mishra,2008-05-11,98,97.0
A Mishra,2008-05-11,98,97.33333333333333
A Mishra,2008-05-11,99,97.75
A Mishra,2008-05-11,100,98.2
A Mishra,2009-04-28,135,106.0
A Mishra,2009-04-28,135,113.4
A Mishra,2009-04-28,135,120.8
A Mishra,2009-04-28,142,129.4
A Mishra,2009-05-13,142,137.8
A Mishra,2009-05-13,144,139.6
A Mishra,2009-05-13,150,142.6
A Mishra,2009-05-22,152,146.0
A Mishra,2010-03-19,179,153.4
A Mishra,2010-03-19,180,161.0
A Mishra,2010-03-19,185,169.2
A Mishra,2010-04-11,83,155.8
A Mishra,2010-04-11,85,142.4
A Mishra,2010-04-11,86,123.8
A Mishra,2010-04-11,88,105.4
A Mishra,2010-04-11,89,86.2
A Mishra,2010-04-11,91,87.8
A Mishra,2010-04-11,102,91.2
A Mishra,2010-04-11,105,95.0
A Mishra,2010-04-11,107,98.8
A Mishra,2010-04-11,109,102.8
A Mishra,2010-04-11,110,106.6
A Mishra,2010-04-11,111,108.4
A Mishra,2011-04-09,135,114.4
A Mishra,2011-04-09,137,120.4
A Mishra,2011-04-16,156,129.8
A Mishra,2011-04-27,127,133.2
A Mishra,2011-05-10,124,135.8
A Mishra,2011-05-14,108,130.4
A Mishra,2011-05-14,109,124.8
A Mishra,2011-05-14,111,115.8
A Mishra,2011-05-14,123,115.0
A Mishra,2011-05-14,127,115.6
A Mishra,2011-05-14,131,120.2
A Mishra,2011-05-14,135,125.4
A Mishra,2012-04-09,127,128.6
A Mishra,2012-04-09,127,129.4
A Mishra,2012-04-19,135,131.0
A Mishra,2012-04-19,136,132.0
A Mishra,2012-04-19,137,132.4
A Mishra,2012-04-19,152,137.4
A Mishra,2012-04-19,153,142.6
A Mishra,2012-04-19,155,146.6
A Mishra,2012-04-19,156,150.6
A Mishra,2012-04-22,123,147.8
A Mishra,2012-04-29,87,134.8
A Mishra,2012-04-29,87,121.6
A Mishra,2012-04-29,88,108.2
A Mishra,2012-04-29,88,94.6
A Mishra,2012-04-29,89,87.8
A Mishra,2012-04-29,90,88.4
A Mishra,2013-04-17,48,80.6
A Mishra,2013-04-17,49,72.8
A Mishra,2013-04-17,50,65.2
A Mishra,2013-04-17,56,58.6
A Mishra,2013-04-17,62,53.0
A Mishra,2013-04-17,63,56.0
A Mishra,2013-04-17,64,59.0
A Mishra,2013-04-17,65,62.0
A Mishra,2013-04-17,70,64.8
A Mishra,2013-04-17,73,67.0
A Mishra,2013-04-17,77,69.8
A Mishra,2013-04-17,77,72.4
A Mishra,2013-04-17,78,75.0
A Mishra,2013-04-17,80,77.0
A Mishra,2013-04-17,83,79.0
A Mishra,2013-04-17,85,80.6
A Mishra,2013-04-17,88,82.8
A Mishra,2013-04-17,93,85.8
A Mishra,2013-04-17,93,88.4
A Mishra,2013-04-17,97,91.2
A Mishra,2013-04-17,105,95.2
A Mishra,2013-04-17,106,98.8
A Mishra,2013-04-17,111,102.4
A Mishra,2013-04-17,112,106.2
A Mishra,2013-04-17,114,109.6
A Mishra,2013-04-17,115,111.6
A Mishra,2013-04-25,37,97.8
A Mishra,2013-04-25,38,83.2
A Mishra,2013-04-25,38,68.4
A Mishra,2013-04-25,39,53.4
A Mishra,2013-04-25,40,38.4
A Mishra,2013-04-25,41,39.2
A Mishra,2013-04-25,41,39.8
A Mishra,2013-04-25,41,40.4
A Mishra,2013-04-25,45,41.6
A Mishra,2013-04-25,49,43.4
A Mishra,2013-04-25,51,45.4
A Mishra,2013-04-25,52,47.6
A Mishra,2013-04-25,53,50.0
A Mishra,2013-04-25,53,51.6
A Mishra,2013-04-25,54,52.6
A Mishra,2013-04-25,55,53.4
A Mishra,2013-04-25,55,54.0
A Mishra,2013-04-25,57,54.8
A Mishra,2013-04-25,58,55.8
A Mishra,2013-04-25,59,56.8
A Mishra,2013-04-25,61,58.0
A Mishra,2013-04-27,30,53.0
A Mishra,2013-04-27,31,47.8
A Mishra,2013-04-27,31,42.4
A Mishra,2013-04-27,32,37.0
A Mishra,2013-04-27,39,32.6
A Mishra,2013-04-27,39,34.4
A Mishra,2013-04-27,43,36.8
A Mishra,2013-04-27,44,39.4
A Mishra,2013-04-27,46,42.2
A Mishra,2013-04-27,47,43.8
A Mishra,2013-04-27,51,46.2
A Mishra,2013-04-27,51,47.8
A Mishra,2013-04-27,52,49.4
A Mishra,2013-04-27,52,50.6
A Mishra,2013-04-27,53,51.8
A Mishra,2013-04-27,57,53.0
A Mishra,2013-04-27,57,54.2
A Mishra,2013-04-27,58,55.4
A Mishra,2013-04-27,60,57.0
A Mishra,2013-04-27,64,59.2
A Mishra,2013-04-27,64,60.6
A Mishra,2013-04-27,66,62.4
A Mishra,2013-04-27,68,64.4
A Mishra,2013-04-27,69,66.2
A Mishra,2013-04-27,73,68.0
A Mishra,2013-04-27,74,70.0
A Mishra,2013-04-27,74,71.6
A Mishra,2013-04-27,76,73.2
A Mishra,2013-04-27,84,76.2
A Mishra,2013-04-27,84,78.4
A Mishra,2013-04-27,85,80.6
A Mishra,2013-04-27,87,83.2
A Mishra,2013-04-27,87,85.4
A Mishra,2014-05-08,129,94.4
A Mishra,2014-05-08,129,103.4
A Mishra,2015-04-20,146,115.6
A Mishra,2015-04-26,73,112.8
A Mishra,2015-04-26,76,110.6
A Mishra,2015-04-26,85,101.8
A Mishra,2015-04-26,85,93.0
A Mishra,2016-04-10,84,80.6
A Mishra,2016-04-10,85,83.0
A Mishra,2016-04-10,89,85.6
A Mishra,2016-04-10,90,86.6
A Mishra,2016-04-10,92,88.0
A Mishra,2016-04-10,92,89.6
A Mishra,2016-04-10,92,91.0
A Mishra,2016-04-10,92,91.6
A Mishra,2016-04-10,92,92.0
A Mishra,2017-04-30,59,85.4
A Mishra,2017-04-30,59,78.8
A Mishra,2017-04-30,60,72.4
A Mishra,2017-04-30,61,66.2
A Mishra,2017-04-30,62,60.2
A Mishra,2017-04-30,63,61.0
A Mishra,2017-04-30,65,62.2
A Mishra,2017-04-30,65,63.2
A Mishra,2017-04-30,66,64.2
A Mishra,2017-04-30,66,65.0
A Mishra,2017-04-30,67,65.8
A Mishra,2017-05-12,141,81.0
A Mishra,2017-05-12,142,96.4
A Mishra,2017-05-12,155,114.2
A Mishra,2017-05-12,156,132.2
A Mishra,2017-05-12,160,150.8
A Mishra,2017-05-12,161,154.8
A Mishra,2017-05-12,162,158.8
A Mishra,2017-05-12,163,160.4
A Mishra,2017-05-12,164,162.0
A Mishra,2017-05-12,168,163.6
A Mithun,2011-05-06,202,202.0
A Mithun,2011-05-06,203,202.5
A Mithun,2011-05-06,205,203.33333333333334
A Mithun,2013-05-12,108,179.5
A Mithun,2013-05-12,108,165.2
A Mukund,2013-04-29,1,1.0
A Mukund,2013-04-29,14,7.5
A Mukund,2013-04-29,22,12.333333333333334
A Mukund,2013-04-29,22,14.75
A Mukund,2013-04-29,33,18.4
A Mukund,2013-04-29,43,26.8
A Mukund,2013-04-29,43,32.6
A Mukund,2013-04-29,43,36.8
A Mukund,2013-04-29,44,41.2
A Mukund,2013-04-29,45,43.6
A Mukund,2013-04-29,47,44.4
A Mukund,2013-04-29,49,45.6
A Mukund,2013-04-29,49,46.8
A Mukund,2013-04-29,52,48.4
A Mukund,2013-04-29,53,50.0
A Mukund,2013-04-29,55,51.6
A Mukund,2013-04-29,56,53.0
A Mukund,2013-04-29,59,55.0
A Mukund,2013-04-29,60,56.6
A Mukund,2013-04-29,65,59.0
A Mukund,2013-04-29,66,61.2
A Mukund,2013-04-29,66,63.2
A Nehra,2009-05-15,120,120.0
A Nehra,2010-04-11,106,113.0
A Nehra,2010-04-11,107,111.0
A Nehra,2010-04-11,111,111.0
A Nehra,2010-04-11,111,111.0
A Nehra,2012-04-12,109,108.8
A Nehra,2012-04-12,110,109.6
A Nehra,2012-04-12,111,110.4
A Nehra,2012-04-12,114,111.0
A Nehra,2012-04-12,115,111.8
A Nehra,2013-04-03,128,115.6
A Nehra,2013-05-04,80,109.6
A Nehra,2015-04-22,178,123.0
A Nehra,2015-04-30,160,132.2
A Nehra,2015-04-30,161,141.4
A Nehra,2015-04-30,163,148.4
A Nehra,2015-04-30,165,165.4
A Nehra,2015-05-04,148,159.4
A Nehra,2016-05-12,146,156.6
A Singh,2009-05-20,99,99.0
A Singh,2009-05-20,100,99.5
A Singh,2011-04-17,80,93.0
A Singh,2011-04-17,80,89.75
A Symonds,2008-04-20,23,23.0
A Symonds,2008-04-20,23,23.0
A Symonds,2008-04-20,40,28.666666666666668
A Symonds,2008-04-20,45,32.75
A Symonds,2008-04-20,45,35.2
A Symonds,2008-04-20,45,39.6
A Symonds,2008-04-20,47,44.4
A Symonds,2008-04-20,47,45.8
A Symonds,2008-04-20,47,46.2
A Symonds,2008-04-20,50,47.2
A Symonds,2008-04-20,51,48.4
A Symonds,2008-04-20,52,49.4
A Symonds,2008-04-20,52,50.4
A Symonds,2008-04-20,52,51.4
A Symonds,2008-04-20,52,51.8
A Symonds,2008-04-20,52,52.0
A Symonds,2008-04-20,53,52.2
A Symonds,2008-04-20,57,53.2
A Symonds,2008-04-20,57,54.2
A Symonds,2008-04-20,58,55.4
A Symonds,2008-04-20,59,56.8
A Symonds,2008-04-20,61,58.4
A Symonds,2008-04-20,62,59.4
A Symonds,2008-04-20,62,60.4
A Symonds,2008-04-20,63,61.4
A Symonds,2008-04-20,63,62.2
A Symonds,2008-04-20,64,62.8
A Symonds,2008-04-20,72,64.8
A Symonds,2008-04-20,77,67.8
A Symonds,2008-04-20,78,70.8
A Symonds,2008-04-20,78,73.8
A Symonds,2008-04-20,79,76.8
A Symonds,2008-04-20,81,78.6
A Symonds,2008-04-20,82,79.6
A Symonds,2008-04-20,82,80.4
A Symonds,2008-04-20,83,81.4
A Symonds,2008-04-20,89,83.4
A Symonds,2008-04-20,95,86.2
A Symonds,2008-04-20,96,89.0
A Symonds,2008-04-20,103,93.2
A Symonds,2008-04-20,104,97.4
A Symonds,2008-04-22,23,84.2
A Symonds,2008-04-22,23,69.8
A Symonds,2008-04-22,23,55.2
A Symonds,2008-04-22,25,39.6
A Symonds,2008-04-22,25,23.8
A Symonds,2008-04-22,30,25.2
A Symonds,2008-04-22,34,27.4
A Symonds,2008-04-22,34,29.6
A Symonds,2008-04-22,34,31.4
A Symonds,2008-04-22,34,33.2
A Symonds,2008-04-22,36,34.4
A Symonds,2008-04-22,42,36.0
A Symonds,2008-04-22,45,38.2
A Symonds,2008-04-24,33,38.0
A Symonds,2008-04-24,33,37.8
A Symonds,2008-04-24,37,38.0
A Symonds,2008-04-24,41,37.8
A Symonds,2008-04-24,41,37.0
A Symonds,2008-04-24,44,39.2
A Symonds,2008-04-24,48,42.2
A Symonds,2008-04-24,52,45.2
A Symonds,2008-04-24,52,47.4
A Symonds,2008-04-24,52,49.6
A Symonds,2008-04-24,53,51.4
A Symonds,2008-04-24,57,53.2
A Symonds,2008-04-24,58,54.4
A Symonds,2008-04-24,58,55.6
A Symonds,2008-04-24,59,57.0
A Symonds,2008-04-24,60,58.4
A Symonds,2008-04-24,61,59.2
A Symonds,2008-04-24,67,61.0
A Symonds,2008-04-24,68,63.0
A Symonds,2008-04-24,70,65.2
A Symonds,2008-04-24,72,67.6
A Symonds,2008-04-24,74,70.2
A Symonds,2008-04-24,75,71.8
A Symonds,2008-04-24,77,73.6
A Symonds,2008-04-24,83,76.2
A Symonds,2008-04-24,83,78.4
A Symonds,2008-04-24,84,80.4
A Symonds,2008-04-24,87,82.8
A Symonds,2008-04-24,89,85.2
A Symonds,2008-04-24,95,87.6
A Symonds,2008-04-24,99,90.8
A Symonds,2008-04-24,101,94.2
A Symonds,2008-04-24,108,98.4
A Symonds,2008-04-24,111,102.8
A Symonds,2008-04-24,117,107.2
A Symonds,2008-04-24,118,111.0
A Symonds,2008-04-24,119,114.6
A Symonds,2008-04-24,129,118.8
A Symonds,2008-04-24,133,123.2
A Symonds,2008-04-24,134,126.6
A Symonds,2008-04-24,135,130.0
A Symonds,2008-04-24,138,133.8
A Symonds,2008-04-24,142,136.4
A Symonds,2008-04-24,148,139.4
A Symonds,2008-04-24,153,143.2
A Symonds,2008-04-24,154,147.0
A Symonds,2008-04-24,160,151.4
A Symonds,2008-04-24,161,155.2
A Symonds,2008-04-24,177,161.0
A Symonds,2008-04-24,178,166.0
A Symonds,2008-04-24,185,172.2
A Symonds,2008-04-24,186,177.4
A Symonds,2008-04-24,195,184.2
A Symonds,2008-04-24,196,188.0
A Symonds,2008-04-24,197,191.8
A Symonds,2008-04-24,198,194.4
A Symonds,2008-04-24,203,197.8
A Symonds,2009-05-09,72,173.2
A Symonds,2009-05-09,72,148.4
A Symonds,2009-05-09,72,123.4
A Symonds,2009-05-09,73,98.4
A Symonds,2009-05-09,73,72.4
A Symonds,2009-05-09,73,72.6
A Symonds,2009-05-09,73,72.8
A Symonds,2009-05-09,73,73.0
A Symonds,2009-05-09,74,73.2
A Symonds,2009-05-09,76,73.8
A Symonds,2009-05-09,77,74.6
A Symonds,2009-05-09,86,77.2
A Symonds,2009-05-09,88,80.2
A Symonds,2009-05-09,90,83.4
A Symonds,2009-05-09,91,86.4
A Symonds,2009-05-09,98,90.6
A Symonds,2009-05-09,100,93.4
A Symonds,2009-05-09,105,96.8
A Symonds,2009-05-09,111,101.0
A Symonds,2009-05-09,111,105.0
A Symonds,2009-05-09,112,107.8
A Symonds,2009-05-09,120,111.8
A Symonds,2009-05-09,126,116.0
A Symonds,2009-05-09,128,119.4
A Symonds,2009-05-09,132,123.6
A Symonds,2009-05-09,133,127.8
A Symonds,2009-05-09,135,130.8
A Symonds,2009-05-09,137,133.0
A Symonds,2009-05-09,139,135.2
A Symonds,2009-05-09,152,139.2
A Symonds,2009-05-09,156,143.8
A Symonds,2009-05-09,156,148.0
A Symonds,2009-05-09,157,152.0
A Symonds,2009-05-09,160,156.2
A Symonds,2009-05-09,165,158.8
A Symonds,2009-05-09,166,160.8
A Symonds,2009-05-09,167,163.0
A Symonds,2009-05-11,45,140.6
A Symonds,2009-05-11,48,118.2
A Symonds,2009-05-11,52,95.6
A Symonds,2009-05-11,53,73.0
A Symonds,2009-05-11,56,50.8
A Symonds,2009-05-11,57,53.2
A Symonds,2009-05-11,58,55.2
A Symonds,2009-05-11,66,58.0
A Symonds,2009-05-11,67,60.8
A Symonds,2009-05-11,68,63.2
A Symonds,2009-05-11,69,65.6
A Symonds,2009-05-11,69,67.8
A Symonds,2009-05-11,70,68.6
A Symonds,2009-05-11,73,69.8
A Symonds,2009-05-11,77,71.6
A Symonds,2009-05-11,80,73.8
A Symonds,2009-05-11,81,76.2
A Symonds,2009-05-11,83,78.8
A Symonds,2009-05-11,83,80.8
A Symonds,2009-05-24,22,69.8
A Symonds,2009-05-24,22,58.2
A Symonds,2009-05-24,22,46.4
A Symonds,2009-05-24,23,34.4
A Symonds,2009-05-24,23,22.4
A Symonds,2009-05-24,23,22.6
A Symonds,2009-05-24,24,23.0
A Symonds,2009-05-24,27,24.0
A Symonds,2009-05-24,31,25.6
A Symonds,2009-05-24,36,28.2
A Symonds,2009-05-24,40,31.6
A Symonds,2009-05-24,41,35.0
A Symonds,2009-05-24,45,38.6
A Symonds,2009-05-24,51,42.6
A Symonds,2009-05-24,53,46.0
A Symonds,2009-05-24,53,48.6
A Symonds,2009-05-24,54,51.2
A Symonds,2009-05-24,54,53.0
A Symonds,2009-05-24,56,54.0
A Symonds,2009-05-24,57,54.8
A Symonds,2009-05-24,58,55.8
A Symonds,2010-03-14,55,56.0
A Symonds,2010-03-14,56,56.4
A Symonds,2010-03-14,56,56.4
A Symonds,2010-03-14,57,56.4
A Symonds,2010-03-14,57,56.2
A Symonds,2010-03-14,57,56.6
A Symonds,2010-03-14,57,56.8
A Symonds,2010-03-14,62,58.0
A Symonds,2010-03-14,63,59.2
A Symonds,2010-03-14,64,60.6
A Symonds,2010-03-14,64,62.0
A Symonds,2010-03-14,64,63.4
A Symonds,2010-03-14,64,63.8
A Symonds,2010-03-14,65,64.2
A Symonds,2010-03-14,66,64.6
A Symonds,2010-03-14,86,69.0
A Symonds,2010-03-14,88,73.8
A Symonds,2010-03-14,88,78.6
A Symonds,2010-03-14,88,83.2
A Symonds,2010-03-14,94,88.8
A Symonds,2010-03-14,98,91.2
A Symonds,2010-03-14,99,93.4
A Symonds,2010-03-14,100,95.8
A Symonds,2010-03-14,102,98.6
A Symonds,2010-03-14,104,100.6
A Symonds,2010-03-14,106,102.2
A Symonds,2010-03-14,110,104.4
A Symonds,2010-03-14,112,106.8
A Symonds,2010-03-14,113,109.0
A Symonds,2010-03-14,115,111.2
A Symonds,2010-03-14,115,113.0
A Symonds,2010-03-14,116,114.2
A Symonds,2010-03-14,126,117.0
A Symonds,2010-03-14,127,119.8
A Symonds,2010-03-14,128,122.4
A Symonds,2010-03-14,130,125.4
A Symonds,2010-03-14,137,129.6
A Symonds,2010-03-14,138,132.0
A Symonds,2010-03-14,139,134.4
A Symonds,2010-03-14,139,136.6
A Symonds,2010-03-14,140,138.6
A Symonds,2010-03-14,149,141.0
A Symonds,2010-03-14,150,143.4
A Symonds,2010-03-14,152,146.0
A Symonds,2010-03-14,158,149.8
A Symonds,2010-03-14,159,153.6
A Symonds,2010-03-19,46,133.0
A Symonds,2010-03-19,47,112.4
A Symonds,2010-03-19,48,91.6
A Symonds,2010-03-19,53,70.6
A Symonds,2010-03-19,54,49.6
A Symonds,2010-03-19,54,51.2
A Symonds,2010-03-19,55,52.8
A Symonds,2010-03-19,62,55.6
A Symonds,2010-03-19,64,57.8
A Symonds,2010-03-19,67,60.4
A Symonds,2010-03-19,76,64.8
A Symonds,2010-03-19,77,69.2
A Symonds,2010-03-19,78,72.4
A Symonds,2010-03-19,83,76.2
A Symonds,2010-03-19,84,79.6
A Symonds,2010-03-19,84,81.2
