batsman,date,runs,rolling_avg_runs
S Vidyut,2008-06-01,8,13.2
S Vidyut,2008-06-01,12,12.6
S Vidyut,2008-06-01,13,11.6
S Vidyut,2008-06-01,15,11.0
S Vidyut,2008-06-01,16,12.8
S Vidyut,2008-06-01,17,14.6
S Vidyut,2008-06-01,21,16.4
S Vidyut,2008-06-01,21,18.0
S Vidyut,2008-06-01,23,19.6
S Vidyut,2008-06-01,29,22.2
S Vidyut,2008-06-01,31,25.0
S Vidyut,2008-06-01,39,28.6
S Vidyut,2008-06-01,39,32.2
Sa Abbott,2015-04-13,126,126.0
Sa Abbott,2015-04-13,127,126.5
Sa Abbott,2015-04-13,129,127.33333333333333
Sa Abbott,2015-04-13,135,129.25
Sa Abbott,2015-04-13,142,131.8
Sa Abbott,2015-04-13,144,135.4
Sa Abbott,2015-04-13,144,138.8
Sa Abbott,2015-04-13,148,142.6
Sa Abbott,2015-04-13,152,146.0
Sa Asnodkar,2008-05-01,5,5.0
Sa Asnodkar,2008-05-01,5,5.0
Sa Asnodkar,2008-05-01,5,5.0
Sa Asnodkar,2008-05-01,10,6.25
Sa Asnodkar,2008-05-01,11,7.2
Sa Asnodkar,2008-05-01,12,8.6
Sa Asnodkar,2008-05-01,22,12.0
Sa Asnodkar,2008-05-01,32,17.4
Sa Asnodkar,2008-05-01,32,21.8
Sa Asnodkar,2008-05-01,32,26.0
Sa Asnodkar,2008-05-01,36,30.8
Sa Asnodkar,2008-05-01,38,34.0
Sa Asnodkar,2008-05-01,38,35.2
Sa Asnodkar,2008-05-01,40,36.8
Sa Asnodkar,2008-05-01,45,39.4
Sa Asnodkar,2008-05-01,46,41.4
Sa Asnodkar,2008-05-01,47,43.2
Sa Asnodkar,2008-05-01,54,46.4
Sa Asnodkar,2008-05-01,55,49.4
Sa Asnodkar,2008-05-01,55,51.4
Sa Asnodkar,2008-05-01,59,54.0
Sa Asnodkar,2008-05-01,60,56.6
Sa Asnodkar,2008-05-01,64,58.6
Sa Asnodkar,2008-05-01,68,61.2
Sa Asnodkar,2008-05-01,72,64.6
Sa Asnodkar,2008-05-01,73,67.4
Sa Asnodkar,2008-05-01,75,70.4
Sa Asnodkar,2008-05-01,79,73.4
Sa Asnodkar,2008-05-01,80,75.8
Sa Asnodkar,2008-05-01,98,81.0
Sa Asnodkar,2008-05-01,102,86.8
Sa Asnodkar,2008-05-01,103,92.4
Sa Asnodkar,2008-05-01,104,97.4
Sa Asnodkar,2008-05-01,105,102.4
Sa Asnodkar,2008-05-01,106,104.0
Sa Asnodkar,2008-05-07,2,84.0
Sa Asnodkar,2008-05-07,5,64.4
Sa Asnodkar,2008-05-07,12,46.0
Sa Asnodkar,2008-05-07,12,27.4
Sa Asnodkar,2008-05-07,12,8.6
Sa Asnodkar,2008-05-07,17,11.6
Sa Asnodkar,2008-05-07,21,14.8
Sa Asnodkar,2008-05-07,30,18.4
Sa Asnodkar,2008-05-07,31,22.2
Sa Asnodkar,2008-05-07,31,26.0
Sa Asnodkar,2008-05-07,42,31.0
Sa Asnodkar,2008-05-07,48,36.4
Sa Asnodkar,2008-05-07,51,40.6
Sa Asnodkar,2008-05-07,51,44.6
Sa Asnodkar,2008-05-07,52,48.8
Sa Asnodkar,2008-05-07,53,51.0
Sa Asnodkar,2008-05-07,54,52.2
Sa Asnodkar,2008-05-07,56,53.2
Sa Asnodkar,2008-05-07,62,55.4
Sa Asnodkar,2008-05-07,64,57.8
Sa Asnodkar,2008-05-07,70,61.2
Sa Asnodkar,2008-05-07,71,64.6
Sa Asnodkar,2008-05-07,73,68.0
Sa Asnodkar,2008-05-07,74,70.4
Sa Asnodkar,2008-05-07,75,72.6
Sa Asnodkar,2008-05-07,77,74.0
Sa Asnodkar,2008-05-07,80,75.8
Sa Asnodkar,2008-05-07,82,77.6
Sa Asnodkar,2008-05-07,82,79.2
Sa Asnodkar,2008-05-07,83,80.8
Sa Asnodkar,2008-05-07,85,82.4
Sa Asnodkar,2008-05-07,86,83.6
Sa Asnodkar,2008-05-07,87,84.6
Sa Asnodkar,2008-05-07,88,85.8
Sa Asnodkar,2008-05-07,94,88.0
Sa Asnodkar,2008-05-07,94,89.8
Sa Asnodkar,2008-05-07,95,91.6
Sa Asnodkar,2008-05-07,95,93.2
Sa Asnodkar,2008-05-17,2,76.0
Sa Asnodkar,2008-05-17,3,57.8
Sa Asnodkar,2008-05-17,4,39.8
Sa Asnodkar,2008-05-17,10,22.8
Sa Asnodkar,2008-05-17,18,7.4
Sa Asnodkar,2008-05-17,18,10.6
Sa Asnodkar,2008-05-17,18,13.6
Sa Asnodkar,2008-05-17,20,16.8
Sa Asnodkar,2008-05-17,30,20.8
Sa Asnodkar,2008-05-17,30,23.2
Sa Asnodkar,2008-05-17,31,25.8
Sa Asnodkar,2008-05-17,34,29.0
Sa Asnodkar,2008-05-17,34,31.8
Sa Asnodkar,2008-05-17,38,33.4
Sa Asnodkar,2008-05-17,38,35.0
Sa Asnodkar,2008-05-17,38,36.4
Sa Asnodkar,2008-05-17,42,38.0
Sa Asnodkar,2008-05-17,43,39.8
Sa Asnodkar,2008-05-17,43,40.8
Sa Asnodkar,2008-05-17,45,42.2
Sa Asnodkar,2008-05-17,45,43.6
Sa Asnodkar,2008-05-17,49,45.0
Sa Asnodkar,2008-05-17,50,46.4
Sa Asnodkar,2008-05-17,53,48.4
Sa Asnodkar,2008-05-17,59,51.2
Sa Asnodkar,2008-05-17,59,54.0
Sa Asnodkar,2008-05-17,63,56.8
Sa Asnodkar,2008-05-17,80,62.8
Sa Asnodkar,2008-05-17,82,68.6
Sa Asnodkar,2008-05-17,82,73.2
Sa Asnodkar,2008-05-17,83,78.0
Sa Asnodkar,2008-05-17,85,82.4
Sa Asnodkar,2008-05-17,88,84.0
Sa Asnodkar,2008-05-17,91,85.8
Sa Asnodkar,2008-05-17,93,88.0
Sa Asnodkar,2008-05-17,95,90.4
Sa Asnodkar,2008-05-17,95,92.4
Sa Asnodkar,2008-05-17,95,93.8
Sa Asnodkar,2008-05-17,99,95.4
Sa Asnodkar,2008-05-17,100,96.8
Sa Asnodkar,2008-05-17,101,98.0
Sa Asnodkar,2008-05-17,102,99.4
Sa Asnodkar,2008-05-17,106,101.6
Sa Asnodkar,2008-05-17,107,103.2
Sa Asnodkar,2008-05-17,109,105.0
Sa Asnodkar,2008-05-17,109,106.6
Sa Asnodkar,2008-05-24,1,86.4
Sa Asnodkar,2008-05-24,2,65.6
Sa Asnodkar,2008-05-24,8,45.8
Sa Asnodkar,2008-05-24,12,26.4
Sa Asnodkar,2008-05-24,12,7.0
Sa Asnodkar,2008-05-24,12,9.2
Sa Asnodkar,2008-05-24,14,11.6
Sa Asnodkar,2008-05-24,15,13.0
Sa Asnodkar,2008-05-24,15,13.6
Sa Asnodkar,2008-05-24,20,15.2
Sa Asnodkar,2008-05-24,21,17.0
Sa Asnodkar,2008-05-24,29,20.0
Sa Asnodkar,2008-05-24,29,22.8
Sa Asnodkar,2008-05-24,35,26.8
Sa Asnodkar,2008-05-24,36,30.0
Sa Asnodkar,2008-05-24,52,36.2
Sa Asnodkar,2008-05-24,52,40.8
Sa Asnodkar,2008-05-24,67,48.4
Sa Asnodkar,2008-05-24,70,55.4
Sa Asnodkar,2008-05-24,76,63.4
Sa Asnodkar,2008-05-24,85,70.0
Sa Asnodkar,2008-05-24,90,77.6
Sa Asnodkar,2008-05-24,91,82.4
Sa Asnodkar,2008-05-24,92,86.8
Sa Asnodkar,2008-05-24,101,91.8
Sa Asnodkar,2008-05-24,108,96.4
Sa Asnodkar,2008-05-24,127,103.8
Sa Asnodkar,2008-05-30,2,86.0
Sa Asnodkar,2008-05-30,8,69.2
Sa Asnodkar,2008-05-30,8,50.6
Sa Asnodkar,2008-05-30,10,31.0
Sa Asnodkar,2008-05-30,14,8.4
Sa Asnodkar,2008-05-30,15,11.0
Sa Asnodkar,2008-05-30,19,13.2
Sa Asnodkar,2008-05-30,21,15.8
Sa Asnodkar,2008-05-30,21,18.0
Sa Asnodkar,2008-05-30,25,20.2
Sa Asnodkar,2008-05-30,25,22.2
Sa Asnodkar,2008-05-30,29,24.2
Sa Asnodkar,2008-05-30,47,29.4
Sa Asnodkar,2008-05-30,47,34.6
Sa Asnodkar,2008-05-30,53,40.2
Sa Asnodkar,2008-05-30,53,45.8
Sa Asnodkar,2008-05-30,57,51.4
Sa Asnodkar,2008-05-30,58,53.6
Sa Asnodkar,2008-05-30,59,56.0
Sa Asnodkar,2008-05-30,65,58.4
Sa Asnodkar,2008-05-30,65,60.8
Sa Asnodkar,2009-05-09,1,49.6
Sa Asnodkar,2009-05-09,5,39.0
Sa Asnodkar,2009-05-09,5,28.2
Sa Asnodkar,2009-05-09,6,16.4
Sa Asnodkar,2009-05-09,7,4.8
Sa Asnodkar,2009-05-09,13,7.2
Sa Asnodkar,2009-05-09,13,8.8
Sa Asnodkar,2009-05-09,13,10.4
Sa Asnodkar,2009-05-09,14,12.0
Sa Asnodkar,2009-05-09,16,13.8
Sa Asnodkar,2009-05-09,18,14.8
Sa Asnodkar,2009-05-09,18,15.8
Sa Asnodkar,2009-05-09,22,17.6
Sa Asnodkar,2009-05-09,23,19.4
Sa Asnodkar,2009-05-09,23,20.8
Sa Asnodkar,2009-05-09,24,22.0
Sa Asnodkar,2009-05-09,34,25.2
Sa Asnodkar,2009-05-09,34,27.6
Sa Asnodkar,2009-05-09,34,29.8
Sa Asnodkar,2009-05-09,41,33.4
Sa Asnodkar,2009-05-09,43,37.2
Sa Asnodkar,2009-05-09,44,39.2
Sa Asnodkar,2009-05-09,47,41.8
Sa Asnodkar,2009-05-09,52,45.4
Sa Asnodkar,2009-05-09,53,47.8
Sa Asnodkar,2009-05-09,54,50.0
Sa Asnodkar,2009-05-20,22,45.6
Sa Asnodkar,2009-05-20,26,41.4
Sa Asnodkar,2009-05-20,26,36.2
Sa Asnodkar,2009-05-20,26,30.8
Sa Asnodkar,2009-05-20,26,25.2
Sa Asnodkar,2009-05-20,28,26.4
Sa Asnodkar,2010-03-15,4,22.0
Sa Asnodkar,2010-03-15,5,17.8
Sa Asnodkar,2010-03-15,14,15.4
Sa Asnodkar,2010-03-15,14,13.0
Sa Yadav,2014-04-16,150,150.0
Sa Yadav,2014-04-16,155,152.5
Sa Yadav,2014-04-16,159,154.66666666666666
Sa Yadav,2014-04-16,159,155.75
Sa Yadav,2014-04-16,163,157.2
Sa Yadav,2014-04-19,157,158.6
Sa Yadav,2014-04-19,162,160.0
Sa Yadav,2014-04-19,166,161.4
Sa Yadav,2014-04-24,110,151.6
Sa Yadav,2014-04-24,111,141.2
Sa Yadav,2014-04-24,113,132.4
Sa Yadav,2014-04-24,115,123.0
Sa Yadav,2014-04-24,116,113.0
Sa Yadav,2014-04-24,129,116.8
Sa Yadav,2014-04-24,129,120.4
Sa Yadav,2014-04-24,129,123.6
Sa Yadav,2014-04-24,130,126.6
Sa Yadav,2014-04-24,133,130.0
Sa Yadav,2014-04-24,137,131.6
Sa Yadav,2014-04-24,139,133.6
Sa Yadav,2014-04-24,140,135.8
Sa Yadav,2014-04-24,141,138.0
Sa Yadav,2014-04-24,142,139.8
Sa Yadav,2014-04-24,143,141.0
Sa Yadav,2014-04-24,144,142.0
Sa Yadav,2014-04-24,147,143.4
Sa Yadav,2014-04-24,148,144.8
Sa Yadav,2014-05-27,108,138.0
Sa Yadav,2014-05-27,112,131.8
Sa Yadav,2014-05-27,112,125.4
Sa Yadav,2014-05-27,113,118.6
Sa Yadav,2014-05-27,113,111.6
Sa Yadav,2014-05-27,113,112.6
Sa Yadav,2014-05-27,114,113.0
Sa Yadav,2014-05-27,120,114.6
Sa Yadav,2014-05-27,124,116.8
Sa Yadav,2014-05-27,124,119.0
Sa Yadav,2014-05-27,125,121.4
Sa Yadav,2014-05-27,141,126.8
Sa Yadav,2014-05-27,145,131.8
Sa Yadav,2014-05-27,145,136.0
Sa Yadav,2015-04-11,108,132.8
Sa Yadav,2015-04-11,109,129.6
Sa Yadav,2015-04-11,113,124.0
Sa Yadav,2015-04-11,114,117.8
Sa Yadav,2015-04-11,123,113.4
Sa Yadav,2015-04-11,124,116.6
Sa Yadav,2015-04-11,128,120.4
Sa Yadav,2015-04-11,129,123.6
Sa Yadav,2015-04-11,131,127.0
Sa Yadav,2015-05-02,104,123.2
Sa Yadav,2015-05-02,109,120.2
Sa Yadav,2015-05-04,141,122.8
Sa Yadav,2015-05-04,145,126.0
Sa Yadav,2015-05-04,145,128.8
Sa Yadav,2015-05-07,129,133.8
Sa Yadav,2015-05-07,135,139.0
Sa Yadav,2015-05-07,137,138.2
Sa Yadav,2015-05-07,138,136.8
Sa Yadav,2015-05-07,151,138.0
Sa Yadav,2015-05-07,153,142.8
Sa Yadav,2015-05-07,154,146.6
Sa Yadav,2016-04-13,187,156.6
Sa Yadav,2016-04-28,78,144.6
Sa Yadav,2016-04-28,79,130.2
Sa Yadav,2016-04-28,81,115.8
Sa Yadav,2016-04-28,86,102.2
Sa Yadav,2016-04-28,87,82.2
Sa Yadav,2016-04-28,87,84.0
Sa Yadav,2016-04-28,88,85.8
Sa Yadav,2016-04-28,90,87.6
Sa Yadav,2016-04-28,95,89.4
Sa Yadav,2016-04-28,100,92.0
Sa Yadav,2016-04-28,101,94.8
Sa Yadav,2016-04-28,102,97.6
Sa Yadav,2016-04-28,114,102.4
Sa Yadav,2016-04-28,117,106.8
Sa Yadav,2016-04-28,124,111.6
Sa Yadav,2016-04-28,127,116.8
Sa Yadav,2016-04-28,130,122.4
Sa Yadav,2016-05-08,15,102.6
Sa Yadav,2016-05-08,15,82.2
Sa Yadav,2016-05-08,17,60.8
Sa Yadav,2016-05-08,21,39.6
Sa Yadav,2016-05-08,21,17.8
Sa Yadav,2016-05-08,21,19.0
Sa Yadav,2016-05-08,21,20.2
Sa Yadav,2016-05-08,21,21.0
Sa Yadav,2016-05-08,21,21.0
Sa Yadav,2016-05-08,22,21.2
Sa Yadav,2016-05-08,24,21.8
Sa Yadav,2016-05-08,24,22.4
Sa Yadav,2016-05-16,118,41.8
Sa Yadav,2016-05-16,122,62.0
Sa Yadav,2016-05-16,122,82.0
Sa Yadav,2016-05-16,123,101.8
Sa Yadav,2016-05-16,125,122.0
Sa Yadav,2016-05-19,61,110.6
Sa Yadav,2016-05-19,61,98.4
Sa Yadav,2016-05-19,61,86.2
Sa Yadav,2016-05-19,63,74.2
Sa Yadav,2016-05-19,64,62.0
Sa Yadav,2016-05-19,66,63.0
Sa Yadav,2016-05-19,68,64.4
Sa Yadav,2016-05-19,71,66.4
Sa Yadav,2016-05-19,83,70.4
Sa Yadav,2016-05-19,87,75.0
Sa Yadav,2016-05-19,88,79.4
Sa Yadav,2016-05-19,95,84.8
Sa Yadav,2016-05-19,102,91.0
Sa Yadav,2016-05-19,102,94.8
Sa Yadav,2016-05-22,169,111.2
Sa Yadav,2016-05-22,169,127.4
Sa Yadav,2016-05-22,171,142.6
Sa Yadav,2017-04-09,89,140.0
Sa Yadav,2017-04-09,90,137.6
Sa Yadav,2017-04-09,96,123.0
Sa Yadav,2017-04-09,98,108.8
Sa Yadav,2017-04-09,99,94.4
Sa Yadav,2017-04-09,100,96.6
Sa Yadav,2017-04-09,101,98.8
Sa Yadav,2017-04-09,107,101.0
Sa Yadav,2017-04-09,111,103.6
Sa Yadav,2017-04-09,111,106.0
Sa Yadav,2017-04-09,112,108.4
Sa Yadav,2017-04-09,117,111.6
Sa Yadav,2017-04-09,119,114.0
Sa Yadav,2017-04-09,121,116.0
Sa Yadav,2017-04-09,131,120.0
Sa Yadav,2017-04-15,159,129.4
Sa Yadav,2017-04-15,163,138.6
Sa Yadav,2017-04-15,163,147.4
Sa Yadav,2017-04-21,185,160.2
Sa Yadav,2017-04-23,83,150.6
Sa Yadav,2017-04-23,85,135.8
Sa Yadav,2017-04-23,87,120.6
Sa Yadav,2017-04-23,87,105.4
Sa Yadav,2017-04-23,87,85.8
Sa Yadav,2017-04-23,88,86.8
Sa Yadav,2017-04-23,98,89.4
Sa Yadav,2017-04-23,99,91.8
Sa Yadav,2017-04-23,100,94.4
Sa Yadav,2017-04-23,100,97.0
Sa Yadav,2017-04-23,106,100.6
Sa Yadav,2017-04-23,112,103.4
Sa Yadav,2017-04-23,113,106.2
Sa Yadav,2017-04-23,114,109.0
Sa Yadav,2017-04-23,116,112.2
Sa Yadav,2017-04-23,120,115.0
Sa Yadav,2017-04-23,121,116.8
Sa Yadav,2017-04-23,124,119.0
Sa Yadav,2017-04-23,125,121.2
Sa Yadav,2017-05-03,109,119.8
Sa Yadav,2017-05-03,110,117.8
Sa Yadav,2017-05-03,112,116.0
Sa Yadav,2017-05-03,114,114.0
Sa Yadav,2017-05-03,119,112.8
Sa Yadav,2017-05-03,120,115.0
Sa Yadav,2017-05-03,121,117.2
Sa Yadav,2017-05-03,128,120.4
Sa Yadav,2017-05-03,129,123.4
Sa Yadav,2017-05-03,130,125.6
Sa Yadav,2017-05-03,134,128.4
Sa Yadav,2017-05-03,138,131.8
Sa Yadav,2017-05-03,144,135.0
Sa Yadav,2017-05-03,145,138.2
Sa Yadav,2017-05-03,152,142.6
Sa Yadav,2017-05-03,154,146.6
Sa Yadav,2017-05-19,34,125.8
Sa Yadav,2017-05-19,35,104.0
Sa Yadav,2017-05-19,36,82.2
Sa Yadav,2017-05-19,38,59.4
Sa Yadav,2017-05-19,41,36.8
Sa Yadav,2017-05-19,49,39.8
Sa Yadav,2017-05-19,49,42.6
Sa Yadav,2017-05-19,50,45.4
Sa Yadav,2017-05-19,52,48.2
Sa Yadav,2017-05-19,60,52.0
Sa Yadav,2017-05-19,60,54.2
Sa Yadav,2017-05-19,61,56.6
Sa Yadav,2017-05-19,65,59.6
Sa Yadav,2017-05-19,69,63.0
Sa Yadav,2017-05-19,70,65.0
Sa Yadav,2017-05-19,71,67.2
Sa Yadav,2017-05-19,71,69.2
Sa Yadav,2017-05-19,77,71.6
Sa Yadav,2017-05-19,79,73.6
Sa Yadav,2017-05-19,84,76.4
Sa Yadav,2017-05-19,86,79.4
Sa Yadav,2017-05-19,91,83.4
Sa Yadav,2017-05-19,92,86.4
Sa Yadav,2017-05-19,94,89.4
Sa Yadav,2017-05-19,101,92.8
Sa Yadav,2017-05-19,101,95.8
Sachin Baby,2016-05-02,131,131.0
Sachin Baby,2016-05-02,131,131.0
Sachin Baby,2016-05-02,132,131.33333333333334
Sachin Baby,2016-05-02,134,132.0
Sachin Baby,2016-05-02,140,133.6
Sachin Baby,2016-05-02,144,136.2
Sachin Baby,2016-05-02,148,139.6
Sachin Baby,2016-05-02,154,144.0
Sachin Baby,2016-05-02,167,150.6
Sachin Baby,2016-05-09,67,136.0
Sachin Baby,2016-05-09,67,120.6
Sachin Baby,2016-05-09,70,105.0
Sachin Baby,2016-05-09,72,88.6
Sachin Baby,2016-05-09,73,69.8
Sachin Baby,2016-05-09,74,71.2
Sachin Baby,2016-05-09,83,74.4
Sachin Baby,2016-05-09,84,77.2
Sachin Baby,2016-05-09,85,79.8
Sachin Baby,2016-05-09,86,82.4
Sachin Baby,2016-05-09,88,85.2
Sachin Baby,2016-05-09,95,87.6
Sachin Baby,2016-05-09,97,90.2
Sachin Baby,2016-05-09,100,93.2
Sachin Baby,2016-05-09,102,96.4
Sachin Baby,2016-05-09,102,99.2
Sachin Baby,2016-05-09,105,101.2
Sachin Baby,2016-05-09,109,103.6
Sachin Baby,2016-05-09,110,105.6
Sachin Baby,2016-05-09,113,107.8
Sachin Baby,2016-05-09,115,110.4
Sachin Baby,2016-05-09,130,115.4
Sachin Baby,2016-05-09,155,124.6
Sachin Baby,2016-05-09,157,134.0
Sachin Baby,2016-05-09,157,142.8
Sachin Baby,2016-05-09,157,151.2
Sachin Baby,2016-05-09,158,156.8
Sachin Baby,2016-05-09,159,157.6
Sachin Baby,2016-05-09,161,158.4
Sachin Baby,2016-05-09,163,159.6
Sachin Baby,2016-05-09,175,163.2
Sachin Baby,2016-05-11,101,151.8
Sachin Baby,2016-05-11,106,141.2
Sachin Baby,2016-05-11,107,130.4
Sachin Baby,2016-05-11,108,119.4
Sachin Baby,2016-05-11,108,106.0
Sachin Baby,2016-05-11,115,108.8
Sachin Baby,2016-05-11,121,111.8
Sachin Baby,2016-05-11,127,115.8
Sachin Baby,2016-05-11,131,120.4
Sachin Baby,2016-05-11,133,125.4
Sachin Baby,2016-05-11,135,129.4
Sachin Baby,2016-05-11,140,133.2
Sachin Baby,2016-05-11,149,137.6
Sachin Baby,2017-05-14,119,135.2
Sachin Baby,2017-05-14,130,134.6
Sachin Baby,2017-05-14,131,133.8
Sachin Baby,2017-05-14,131,132.0
Sachin Baby,2017-05-14,135,129.2
Sachin Baby,2017-05-14,138,133.0
Sachin Baby,2017-05-14,142,135.4
Sachin Baby,2017-05-14,143,137.8
Sachin Baby,2017-05-14,144,140.4
Sachin Baby,2017-05-14,144,142.2
Salman Butt,2008-05-11,0,0.0
Salman Butt,2008-05-11,4,2.0
Salman Butt,2008-05-11,4,2.6666666666666665
Salman Butt,2008-05-11,4,3.0
Salman Butt,2008-05-13,1,2.6
Salman Butt,2008-05-13,2,3.0
Salman Butt,2008-05-13,3,2.8
Salman Butt,2008-05-13,3,2.6
Salman Butt,2008-05-13,3,2.4
Salman Butt,2008-05-13,4,3.0
Salman Butt,2008-05-13,11,4.8
Salman Butt,2008-05-13,15,7.2
Salman Butt,2008-05-13,16,9.8
Salman Butt,2008-05-13,17,12.6
Salman Butt,2008-05-13,17,15.2
Salman Butt,2008-05-13,17,16.4
Salman Butt,2008-05-13,22,17.8
Salman Butt,2008-05-13,23,19.2
Salman Butt,2008-05-13,24,20.6
Salman Butt,2008-05-13,29,23.0
Salman Butt,2008-05-13,29,25.4
Salman Butt,2008-05-13,33,27.6
Salman Butt,2008-05-13,34,29.8
Salman Butt,2008-05-13,34,31.8
Salman Butt,2008-05-13,35,33.0
Salman Butt,2008-05-13,36,34.4
Salman Butt,2008-05-13,45,36.8
Salman Butt,2008-05-13,50,40.0
Salman Butt,2008-05-13,53,43.8
Salman Butt,2008-05-13,54,47.6
Salman Butt,2008-05-13,54,51.2
Salman Butt,2008-05-13,55,53.2
Salman Butt,2008-05-13,56,54.4
Salman Butt,2008-05-13,60,55.8
Salman Butt,2008-05-13,64,57.8
Salman Butt,2008-05-13,66,60.2
Salman Butt,2008-05-13,68,62.8
Salman Butt,2008-05-13,69,65.4
Salman Butt,2008-05-13,70,67.4
Salman Butt,2008-05-13,72,69.0
Salman Butt,2008-05-13,72,70.2
Salman Butt,2008-05-13,72,71.0
Salman Butt,2008-05-13,76,72.4
Salman Butt,2008-05-13,77,73.8
Salman Butt,2008-05-13,79,75.2
Salman Butt,2008-05-13,83,77.4
Salman Butt,2008-05-13,84,79.8
Salman Butt,2008-05-13,85,81.6
Salman Butt,2008-05-13,86,83.4
Salman Butt,2008-05-13,87,85.0
Salman Butt,2008-05-13,87,85.8
Salman Butt,2008-05-16,0,69.0
Salman Butt,2008-05-16,0,52.0
Salman Butt,2008-05-16,4,35.6
Salman Butt,2008-05-16,5,19.2
Salman Butt,2008-05-16,5,2.8
Salman Butt,2008-05-16,11,5.0
Salman Butt,2008-05-16,11,7.2
Salman Butt,2008-05-16,11,8.6
Salman Butt,2008-05-16,12,10.0
Salman Butt,2008-05-16,12,11.4
Salman Butt,2008-05-16,12,11.6
Salman Butt,2008-05-16,14,12.2
Salman Butt,2008-05-16,14,12.8
Salman Butt,2008-05-16,16,13.6
Salman Butt,2008-05-16,16,14.4
Salman Butt,2008-05-20,2,12.4
Salman Butt,2008-05-20,7,11.0
Salman Butt,2008-05-20,7,9.6
Salman Butt,2008-05-20,7,7.8
Salman Butt,2008-05-20,11,6.8
Salman Butt,2008-05-20,11,8.6
Salman Butt,2008-05-20,12,9.6
Salman Butt,2008-05-20,12,10.6
Salman Butt,2008-05-20,12,11.6
Salman Butt,2008-05-20,12,11.8
Salman Butt,2008-05-20,14,12.4
Salman Butt,2008-05-20,14,12.8
Salman Butt,2008-05-20,18,14.0
Salman Butt,2008-05-20,22,16.0
Salman Butt,2008-05-20,23,18.2
Salman Butt,2008-05-20,25,20.4
Salman Butt,2008-05-20,26,22.8
Salman Butt,2008-05-20,28,24.8
Salman Butt,2008-05-20,32,26.8
Salman Butt,2008-05-20,36,29.4
Salman Butt,2008-05-20,40,32.4
Salman Butt,2008-05-20,40,35.2
Sandeep Sharma,2014-04-26,126,126.0
Sandeep Sharma,2014-04-26,127,126.5
Sandeep Sharma,2014-04-26,127,126.66666666666667
Sandeep Sharma,2014-04-26,128,127.0
Sandeep Sharma,2014-04-26,132,128.0
Sandeep Sharma,2016-04-15,99,122.6
Sandeep Sharma,2016-04-15,111,119.4
Sandeep Sharma,2016-05-01,154,124.8
Sb Bangar,2008-04-20,73,73.0
Sb Bangar,2008-04-20,77,75.0
Sb Bangar,2008-04-20,78,76.0
Sb Bangar,2008-04-20,102,82.5
Sb Bangar,2008-04-20,102,86.4
Sb Bangar,2008-04-20,103,92.4
Sb Bangar,2008-04-20,104,97.8
Sb Bangar,2008-04-20,105,103.2
Sb Bangar,2008-04-20,110,104.8
Sb Bangar,2008-04-20,110,106.4
Sb Bangar,2008-04-22,60,97.8
Sb Bangar,2008-04-22,60,89.0
Sb Bangar,2008-04-22,61,80.2
Sb Bangar,2008-04-22,62,70.6
Sb Bangar,2008-04-22,64,61.4
Sb Bangar,2008-04-22,66,62.6
Sb Bangar,2008-04-22,68,64.2
Sb Bangar,2008-04-22,69,65.8
Sb Bangar,2008-04-22,71,67.6
Sb Bangar,2008-04-22,73,69.4
Sb Bangar,2008-04-22,73,70.8
Sb Bangar,2008-04-22,74,72.0
Sb Bangar,2008-04-22,82,74.6
Sb Bangar,2008-04-22,82,76.8
Sb Bangar,2008-05-01,92,80.6
Sb Bangar,2008-05-01,92,84.4
Sb Bangar,2008-05-01,93,88.2
Sb Bangar,2008-05-01,93,90.4
Sb Bangar,2008-05-01,93,92.6
Sb Bangar,2008-05-01,94,93.0
Sb Bangar,2008-05-01,98,94.2
Sb Bangar,2008-05-01,98,95.2
Sb Bangar,2008-05-09,101,96.8
Sb Bangar,2008-05-09,103,98.8
Sb Bangar,2008-05-09,103,100.6
Sb Bangar,2008-05-09,105,102.0
Sb Bangar,2008-05-09,105,103.4
Sb Bangar,2008-05-09,105,104.2
Sb Jakati,2009-05-02,145,145.0
Sb Jakati,2009-05-02,147,146.0
Sb Jakati,2009-05-02,147,146.33333333333334
Sb Jakati,2009-05-02,148,146.75
Sb Jakati,2009-05-02,149,147.2
Sb Jakati,2009-05-02,152,148.6
Sb Jakati,2009-05-02,158,150.8
Sb Jakati,2009-05-02,162,153.8
Sb Jakati,2009-05-02,162,156.6
Sb Jakati,2009-05-14,118,150.4
Sb Jakati,2009-05-14,118,143.6
Sb Jakati,2009-05-14,118,135.6
Sb Jakati,2009-05-14,119,127.0
Sb Jakati,2009-05-14,127,120.0
Sb Jakati,2009-05-14,128,122.0
Sb Jakati,2009-05-14,129,124.2
Sb Jakati,2012-04-04,103,121.2
Sb Jakati,2012-04-04,103,118.0
Sb Jakati,2012-04-04,103,113.2
Sb Jakati,2012-04-04,104,108.4
Sb Jakati,2012-04-04,105,103.6
Sb Jakati,2012-04-04,107,104.4
Sb Jakati,2012-04-04,109,105.6
Sb Jakati,2012-04-04,110,107.0
Sb Jakati,2012-04-04,111,108.4
Sb Jakati,2012-04-04,112,109.8
Sb Jakati,2012-04-10,108,110.0
Sb Jakati,2012-04-10,109,110.0
Sb Jakati,2016-05-24,156,119.2
Sb Jakati,2016-05-24,157,128.4
Sb Joshi,2008-04-26,78,78.0
Sb Joshi,2008-04-26,78,78.0
Sb Joshi,2008-04-26,80,78.66666666666667
